,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,31,26,24,19
1,31,27,23,19
2,31,28,23,18
3,31,28,24,17
4,31,28,24,17
5,31,27,25,17
6,30,28,25,17
7,29,28,26,17
8,29,29,26,16
9,29,28,27,16
10,28,28,28,16
11,28,28,28,16
12,27,28,28,17
13,27,28,28,17
14,27,28,28,17
15,26,29,28,17
16,25,29,28,18
17,25,29,27,19
18,25,29,27,19
19,26,28,27,19
20,26,28,26,20
21,27,28,25,20
22,27,28,25,20
23,27,29,25,19
24,27,29,26,18
25,26,29,26,19
26,27,29,26,18
27,27,29,27,17
28,27,29,27,17
29,27,29,27,17
30,27,29,27,17
31,27,30,27,16
32,27,31,27,15
33,26,32,27,15
34,26,32,27,15
35,26,32,27,15
36,25,33,27,15
37,24,34,27,15
38,25,34,26,15
39,26,34,25,15
40,27,33,25,15
41,27,32,26,15
42,26,33,26,15
43,26,33,26,15
44,26,33,25,16
45,26,34,24,16
46,26,34,24,16
47,25,35,24,16
48,25,35,23,17
49,25,36,22,17
50,25,37,22,16
51,24,38,22,16
52,24,38,22,16
53,24,39,21,16
54,23,39,21,17
55,22,39,21,18
56,22,38,22,18
57,22,37,22,19
58,22,37,22,19
59,22,38,21,19
60,21,38,22,19
61,21,38,22,19
62,21,39,22,18
63,21,38,22,19
64,22,37,22,19
65,23,37,21,19
66,23,37,21,19
67,22,37,21,20
68,22,37,20,21
69,22,37,21,20
70,22,37,22,19
71,22,38,21,19
72,22,38,21,19
73,22,37,21,20
74,23,36,21,20
75,22,37,21,20
76,22,36,21,21
77,22,36,21,21
78,22,35,21,22
79,21,35,21,23
80,21,35,22,22
81,20,36,22,22
82,21,36,22,21
83,21,35,22,22
84,21,35,23,21
85,21,36,23,20
86,21,37,22,20
87,21,37,22,20
88,21,37,22,20
89,22,36,22,20
90,22,35,22,21
91,22,35,22,21
92,22,34,22,22
93,22,35,22,21
94,21,35,23,21
95,21,34,23,22
96,20,34,23,23
97,21,33,23,23
98,20,34,23,23
99,21,33,23,23
100,21,33,23,23
101,21,32,23,24
102,22,31,23,24
103,23,31,22,24
104,23,31,23,23
105,22,31,23,24
106,23,31,23,23
107,23,32,22,23
108,23,32,22,23
109,23,31,23,23
110,22,31,24,23
111,21,32,24,23
112,20,33,24,23
113,20,34,23,23
114,20,34,23,23
115,20,33,23,24
116,20,33,24,23
117,20,34,23,23
118,20,34,23,23
119,20,34,22,24
120,21,34,21,24
121,21,35,21,23
122,22,34,21,23
123,22,34,22,22
124,23,34,21,22
125,23,34,20,23
126,23,34,20,23
127,23,33,20,24
128,24,33,20,23
129,24,32,20,24
130,23,32,20,25
131,23,31,21,25
132,24,31,20,25
133,24,31,21,24
134,25,31,21,23
135,25,31,21,23
136,26,30,21,23
137,25,30,22,23
138,25,29,23,23
139,25,30,22,23
140,25,31,22,22
141,26,31,22,21
142,26,31,22,21
143,26,31,21,22
144,26,31,21,22
145,26,31,21,22
146,27,30,21,22
147,27,29,21,23
148,27,29,21,23
149,27,29,21,23
150,27,29,22,22
151,26,29,22,23
152,25,30,22,23
153,26,29,22,23
154,25,30,22,23
155,25,29,23,23
156,26,28,23,23
157,27,27,23,23
158,27,27,24,22
159,27,27,24,22
160,26,27,25,22
161,26,27,26,21
162,26,27,27,20
163,26,27,27,20
164,26,27,27,20
165,26,27,27,20
166,25,28,27,20
167,25,28,26,21
168,26,28,26,20
169,27,28,25,20
170,27,28,24,21
171,26,29,24,21
172,26,30,23,21
173,25,31,23,21
174,24,32,23,21
175,24,33,23,20
176,24,33,23,20
177,24,33,22,21
178,25,32,22,21
179,26,31,22,21
180,26,31,23,20
181,25,32,23,20
182,26,31,23,20
183,26,32,22,20
184,25,33,22,20
185,26,33,22,19
186,26,34,21,19
187,26,34,21,19
188,26,35,20,19
189,26,36,19,19
190,26,36,19,19
191,26,36,19,19
192,26,36,19,19
193,26,36,19,19
194,26,36,19,19
195,25,36,20,19
196,25,36,20,19
197,25,36,21,18
198,24,36,21,19
