,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,27,32,19,22
1,26,33,19,22
2,26,32,19,23
3,26,32,19,23
4,26,32,19,23
5,27,31,19,23
6,27,31,18,24
7,28,31,18,23
8,28,32,17,23
9,28,33,16,23
10,28,32,16,24
11,28,33,16,23
12,28,33,16,23
13,28,33,16,23
14,28,32,16,24
15,28,32,15,25
16,29,32,15,24
17,30,31,15,24
18,30,31,15,24
19,30,32,15,23
20,30,32,15,23
21,30,32,15,23
22,31,32,15,22
23,31,32,15,22
24,31,32,14,23
25,30,33,14,23
26,30,33,13,24
27,29,33,13,25
28,28,34,13,25
29,29,34,13,24
30,29,34,13,24
31,28,35,13,24
32,28,36,13,23
33,28,36,13,23
34,29,35,13,23
35,29,35,12,24
36,29,35,12,24
37,30,35,11,24
38,30,35,11,24
39,30,35,11,24
40,31,35,10,24
41,31,35,11,23
42,32,35,11,22
43,32,34,11,23
44,31,34,12,23
45,32,33,12,23
46,32,33,12,23
47,32,32,12,24
48,32,33,11,24
49,33,33,11,23
50,33,32,11,24
51,33,32,11,24
52,32,33,11,24
53,31,33,12,24
54,31,33,12,24
55,31,33,12,24
56,32,33,12,23
57,33,33,12,22
58,33,34,12,21
59,33,34,12,21
60,33,34,12,21
61,33,34,12,21
62,34,33,12,21
63,34,33,12,21
64,35,32,12,21
65,34,33,12,21
66,33,33,13,21
67,32,34,13,21
68,32,33,13,22
69,32,33,13,22
70,32,34,12,22
71,32,33,12,23
72,32,34,11,23
73,32,33,12,23
74,33,32,12,23
75,34,32,12,22
76,35,31,12,22
77,35,31,11,23
78,35,31,11,23
79,35,32,11,22
80,35,33,10,22
81,36,32,10,22
82,37,32,10,21
83,38,32,9,21
84,38,32,9,21
85,39,31,9,21
86,39,32,9,20
87,38,33,9,20
88,39,32,9,20
89,39,32,8,21
90,39,32,9,20
91,39,32,9,20
92,40,32,8,20
93,41,32,7,20
94,42,32,6,20
95,41,33,6,20
96,41,32,6,21
97,41,33,6,20
98,41,33,6,20
99,42,32,6,20
100,42,32,5,21
101,41,33,5,21
102,40,34,5,21
103,39,34,5,22
104,39,34,5,22
105,38,35,5,22
106,39,34,5,22
107,38,34,6,22
108,39,33,6,22
109,39,33,6,22
110,39,33,6,22
111,39,33,6,22
112,38,34,6,22
113,39,33,6,22
114,39,34,6,21
115,39,35,6,20
116,38,36,6,20
117,37,37,6,20
118,37,36,7,20
119,38,35,7,20
120,39,34,7,20
121,39,34,7,20
122,38,34,7,21
123,39,34,6,21
124,39,34,6,21
125,38,35,6,21
126,37,36,6,21
127,37,35,7,21
128,38,34,7,21
129,38,35,7,20
130,38,35,7,20
131,39,35,7,19
132,40,35,7,18
133,40,36,7,17
134,41,35,7,17
135,42,34,7,17
136,41,34,7,18
137,40,35,7,18
138,40,35,7,18
139,39,35,8,18
140,40,34,8,18
141,40,34,8,18
142,41,34,8,17
143,40,35,8,17
144,40,35,8,17
145,41,35,7,17
146,42,34,7,17
147,42,33,7,18
148,41,34,7,18
149,41,34,7,18
150,40,34,7,19
151,41,33,7,19
152,40,34,7,19
153,40,34,7,19
154,40,35,6,19
155,41,34,6,19
156,40,35,6,19
157,39,35,7,19
158,40,35,7,18
159,40,34,8,18
160,40,34,8,18
161,39,34,9,18
162,38,35,9,18
163,39,35,8,18
164,40,35,8,17
165,41,34,8,17
166,41,33,9,17
167,40,33,9,18
168,39,34,9,18
169,39,35,8,18
170,38,36,8,18
171,37,37,8,18
172,37,37,8,18
173,37,37,8,18
174,36,38,8,18
175,36,38,8,18
176,36,38,8,18
177,37,37,8,18
178,36,38,8,18
179,36,38,8,18
180,36,38,7,19
181,35,38,7,20
182,34,39,7,20
183,35,38,7,20
184,35,39,7,19
185,35,39,7,19
186,34,40,7,19
187,34,40,7,19
188,33,40,8,19
189,32,40,9,19
190,32,40,9,19
191,32,41,8,19
192,32,40,8,20
193,32,40,8,20
