,m,d,r,w,R,S,T,P
0,5,0.4,0.3,0,419313,123368,130540,316779
1,5,0.4,0.3,0,414728,126630,135263,313379
2,5,0.4,0.3,0,467848,151904,123538,246710
3,5,0.4,0.3,0,449805,148331,124284,267580
4,5,0.4,0.3,0,426712,130258,144894,288136
5,5,0.4,0.3,0,458446,132279,123881,275394
6,5,0.4,0.3,0,421555,124644,129842,313959
7,5,0.4,0.3,0,420687,120325,135552,313436
8,5,0.4,0.3,0,430462,128551,128537,302450
9,5,0.4,0.3,0,470816,143376,124694,251114
10,5,0.4,0.3,0,457569,132059,120672,279700
11,5,0.4,0.3,0,451925,131826,116313,289936
12,5,0.4,0.3,0,461487,134163,126054,268296
13,5,0.4,0.3,0,409961,126348,147587,306104
14,5,0.4,0.3,0,453532,140664,124995,270809
15,5,0.4,0.3,0,427135,128042,129401,305422
16,5,0.4,0.3,0,443636,126859,131053,288452
17,5,0.4,0.3,0,422392,144145,131526,291937
18,5,0.4,0.3,0,437508,140424,125608,286460
19,5,0.4,0.3,0,427915,119275,126736,316074
20,5,0.4,0.3,0,455073,122696,112643,299588
21,5,0.4,0.3,0,430215,124227,128303,307255
22,5,0.4,0.3,0,442504,119682,124416,303398
23,5,0.4,0.3,0,426405,126380,147966,289249
24,5,0.4,0.3,0,330486,102619,168720,388175
25,5,0.4,0.3,0,490918,127464,110616,261002
26,5,0.4,0.3,0,379624,124789,148099,337488
27,5,0.4,0.3,0,469058,131373,117248,272321
28,5,0.4,0.3,0,417165,137311,138022,297502
29,5,0.4,0.3,0,407885,133842,133220,315053
30,5,0.4,0.3,0,450777,122913,128344,287966
31,5,0.4,0.3,0,424058,123133,136100,306709
32,5,0.4,0.3,0,482904,149252,103389,254455
33,5,0.4,0.3,0,472120,138252,116000,263628
34,5,0.4,0.3,0,422043,119863,138444,309650
35,5,0.4,0.3,0,381161,117221,149934,341684
36,5,0.4,0.3,0,476968,144523,115187,253322
37,5,0.4,0.3,0,420796,128713,128623,311868
38,5,0.4,0.3,0,427287,128548,131404,302761
39,5,0.4,0.3,0,428858,126963,128522,305657
40,5,0.4,0.3,0,422814,122566,133333,311287
41,5,0.4,0.3,0,420180,121146,143913,304761
42,5,0.4,0.3,0,425834,120805,130491,312870
43,5,0.4,0.3,0,505113,147683,108284,228920
44,5,0.4,0.3,0,429388,135843,126822,297947
45,5,0.4,0.3,0,387884,117512,153995,330609
46,5,0.4,0.3,0,395078,110887,148047,335988
47,5,0.4,0.3,0,465041,133792,113172,277995
48,5,0.4,0.3,0,430354,150326,127409,281911
49,5,0.4,0.3,0,416937,129111,144404,299548
50,5,0.4,0.3,0,395786,114204,140387,339623
51,5,0.4,0.3,0,435371,124401,123862,306366
52,5,0.4,0.3,0,408066,117013,138599,326322
53,5,0.4,0.3,0,436710,151295,139515,262480
54,5,0.4,0.3,0,465152,135520,118131,271197
55,5,0.4,0.3,0,438352,127986,135821,287841
56,5,0.4,0.3,0,491916,135904,108333,253847
57,5,0.4,0.3,0,394189,114096,152334,329381
58,5,0.4,0.3,0,441815,122057,132918,293210
59,5,0.4,0.3,0,337741,103234,169314,379711
60,5,0.4,0.3,0,459714,141497,118594,270195
61,5,0.4,0.3,0,454493,130395,121577,283535
62,5,0.4,0.3,0,410832,122453,138936,317779
63,5,0.4,0.3,0,448344,134891,128740,278025
64,5,0.4,0.3,0,482456,140608,108059,258877
65,5,0.4,0.3,0,399895,114832,160151,315122
66,5,0.4,0.3,0,413289,123853,137367,315491
67,5,0.4,0.3,0,406619,121242,141755,320384
68,5,0.4,0.3,0,420851,126157,123626,319366
69,5,0.4,0.3,0,435239,137867,127172,289722
70,5,0.4,0.3,0,483996,153804,108822,243378
71,5,0.4,0.3,0,448076,136433,129158,276333
72,5,0.4,0.3,0,351331,123129,159627,355913
73,5,0.4,0.3,0,464024,126955,112498,286523
74,5,0.4,0.3,0,457402,136373,117980,278245
75,5,0.4,0.3,0,462395,132056,127767,267782
76,5,0.4,0.3,0,460281,146229,118710,264780
77,5,0.4,0.3,0,431285,136378,128389,293948
78,5,0.4,0.3,0,403756,136248,128331,321665
79,5,0.4,0.3,0,402875,122986,142307,321832
80,5,0.4,0.3,0,425828,130445,129618,304109
81,5,0.4,0.3,0,350809,102233,144460,392498
82,5,0.4,0.3,0,446999,136744,120300,285957
83,5,0.4,0.3,0,380998,115071,140129,353802
84,5,0.4,0.3,0,389132,121009,149580,330279
85,5,0.4,0.3,0,423124,120211,133821,312844
86,5,0.4,0.3,0,458847,150312,115737,265104
87,5,0.4,0.3,0,379171,139035,154375,317419
88,5,0.4,0.3,0,415520,123611,138022,312847
89,5,0.4,0.3,0,478960,129146,120828,261066
90,5,0.4,0.3,0,455264,133323,122325,279088
91,5,0.4,0.3,0,438252,140547,123372,287829
92,5,0.4,0.3,0,487911,121374,113013,267702
93,5,0.4,0.3,0,428349,121448,127177,313026
94,5,0.4,0.3,0,455276,134569,125765,274390
95,5,0.4,0.3,0,497908,139001,101406,251685
96,5,0.4,0.3,0,442795,138344,128249,280612
97,5,0.4,0.3,0,457794,151509,130603,250094
98,5,0.4,0.3,0,500018,137516,105297,247169
99,5,0.4,0.3,0,454620,136417,125970,272993
