,m,d,r,w,R,S,T,P
0,5,0.4,0.3,0,303265,136139,135713,414883
1,5,0.4,0.3,0,255637,117894,156384,460085
2,5,0.4,0.3,0,337436,173979,118005,360580
3,5,0.4,0.3,0,349609,143875,109646,386870
4,5,0.4,0.3,0,324818,131859,125178,408145
5,5,0.4,0.3,0,323095,170243,117804,378858
6,5,0.4,0.3,0,252857,106676,164584,465883
7,5,0.4,0.3,0,250592,104070,162666,472672
8,5,0.4,0.3,0,271714,135166,150929,432191
9,5,0.4,0.3,0,279272,114524,150184,446020
10,5,0.4,0.3,0,277367,143342,144800,424491
11,5,0.4,0.3,0,286763,150915,134468,417854
12,5,0.4,0.3,0,283334,142309,142487,421870
13,5,0.4,0.3,0,256531,105184,164645,463640
14,5,0.4,0.3,0,270112,120261,146691,452936
15,5,0.4,0.3,0,266360,148768,154151,420721
16,5,0.4,0.3,0,317379,155421,130846,386354
17,5,0.4,0.3,0,257288,110263,160391,462058
18,5,0.4,0.3,0,293378,114127,148990,433505
19,5,0.4,0.3,0,305361,123158,138464,423017
20,5,0.4,0.3,0,314211,123577,138705,413507
21,5,0.4,0.3,0,310467,175092,127268,377173
22,5,0.4,0.3,0,302034,131070,144749,412147
23,5,0.4,0.3,0,284466,146631,144112,414791
24,5,0.4,0.3,0,269481,125549,153011,441959
25,5,0.4,0.3,0,330337,160546,118987,380130
26,5,0.4,0.3,0,327455,160334,124174,378037
27,5,0.4,0.3,0,318562,152550,133251,385637
28,5,0.4,0.3,0,310456,165227,126012,388305
29,5,0.4,0.3,0,327765,150578,124858,386799
30,5,0.4,0.3,0,277206,159232,139659,413903
31,5,0.4,0.3,0,330991,185418,119244,354347
32,5,0.4,0.3,0,240741,94021,170956,484282
33,5,0.4,0.3,0,268673,135775,147702,437850
34,5,0.4,0.3,0,264916,107356,158730,458998
35,5,0.4,0.3,0,323593,157998,124433,383976
36,5,0.4,0.3,0,268832,127805,148840,444523
37,5,0.4,0.3,0,265901,111187,152545,460367
38,5,0.4,0.3,0,232372,118712,167739,471177
39,5,0.4,0.3,0,295031,126668,144932,423369
40,5,0.4,0.3,0,256343,113701,154320,465636
41,5,0.4,0.3,0,284061,141712,139134,425093
42,5,0.4,0.3,0,345620,198668,105302,340410
43,5,0.4,0.3,0,274141,118801,156895,440163
44,5,0.4,0.3,0,304595,172150,139475,373780
45,5,0.4,0.3,0,238965,106419,166643,477973
46,5,0.4,0.3,0,324679,153812,127565,383944
47,5,0.4,0.3,0,291653,134503,146364,417480
48,5,0.4,0.3,0,266471,149940,153136,420453
49,5,0.4,0.3,0,276128,129353,148934,435585
50,5,0.4,0.3,0,309795,146617,135370,398218
51,5,0.4,0.3,0,321095,131707,132634,404564
52,5,0.4,0.3,0,285927,135358,143231,425484
53,5,0.4,0.3,0,282672,151665,142808,412855
54,5,0.4,0.3,0,255574,118096,164418,451912
55,5,0.4,0.3,0,346889,177566,116234,349311
56,5,0.4,0.3,0,258464,133218,156765,441553
57,5,0.4,0.3,0,325083,187955,126659,350303
58,5,0.4,0.3,0,282444,165853,145269,396434
59,5,0.4,0.3,0,271073,128295,145121,445511
60,5,0.4,0.3,0,294134,168105,135140,392621
61,5,0.4,0.3,0,349013,148368,109647,382972
62,5,0.4,0.3,0,258538,106359,166500,458603
63,5,0.4,0.3,0,287537,132139,148135,422189
64,5,0.4,0.3,0,291744,145783,137166,415307
65,5,0.4,0.3,0,225979,128294,171394,464333
66,5,0.4,0.3,0,288131,120555,145030,436284
67,5,0.4,0.3,0,311721,120582,133096,424601
68,5,0.4,0.3,0,324995,166677,128859,369469
69,5,0.4,0.3,0,293494,143660,141057,411789
70,5,0.4,0.3,0,265471,150779,151502,422248
71,5,0.4,0.3,0,302583,154271,136273,396873
72,5,0.4,0.3,0,316478,150222,132577,390723
73,5,0.4,0.3,0,289925,121525,141379,437171
74,5,0.4,0.3,0,275032,133494,146770,434704
75,5,0.4,0.3,0,320380,151646,128669,389305
76,5,0.4,0.3,0,307895,111809,135660,434636
77,5,0.4,0.3,0,333409,145276,125950,385365
78,5,0.4,0.3,0,285701,140716,149619,413964
79,5,0.4,0.3,0,280923,134398,149819,424860
80,5,0.4,0.3,0,379499,192224,95896,322381
81,5,0.4,0.3,0,326247,153782,127518,382453
82,5,0.4,0.3,0,338958,154213,120166,376663
83,5,0.4,0.3,0,313670,192573,120738,363019
84,5,0.4,0.3,0,238731,102283,164882,484104
85,5,0.4,0.3,0,298535,143962,141366,406137
86,5,0.4,0.3,0,278535,130946,134994,445525
87,5,0.4,0.3,0,258227,102017,160074,469682
88,5,0.4,0.3,0,223627,101735,177897,486741
89,5,0.4,0.3,0,315681,146782,132086,395451
90,5,0.4,0.3,0,311618,145611,133386,399385
91,5,0.4,0.3,0,266609,140116,155653,427622
92,5,0.4,0.3,0,316480,162799,131109,379612
93,5,0.4,0.3,0,269605,124168,153807,442420
94,5,0.4,0.3,0,332090,166156,123618,368136
95,5,0.4,0.3,0,267470,150847,148381,423302
96,5,0.4,0.3,0,334041,197968,117095,340896
97,5,0.4,0.3,0,243485,149371,158572,438572
98,5,0.4,0.3,0,319495,131464,129333,409708
99,5,0.4,0.3,0,310618,156845,125385,397152
