,m,d,r,w,R,S,T,P
0,5,0.4,0.3,0,474018,112765,118634,284583
1,5,0.4,0.3,0,439444,110139,139572,300845
2,5,0.4,0.3,0,529391,149919,100374,210316
3,5,0.4,0.3,0,462254,112744,121741,293261
4,5,0.4,0.3,0,425233,94030,142441,328296
5,5,0.4,0.3,0,500966,129107,112163,247764
6,5,0.4,0.3,0,482692,127484,118391,261433
7,5,0.4,0.3,0,395796,92578,160752,340874
8,5,0.4,0.3,0,474201,108528,120733,286538
9,5,0.4,0.3,0,488369,111762,110603,279266
10,5,0.4,0.3,0,519076,134536,102180,234208
11,5,0.4,0.3,0,530695,131108,96682,231515
12,5,0.4,0.3,0,503712,132581,111174,242533
13,5,0.4,0.3,0,406540,93687,148711,341062
14,5,0.4,0.3,0,502674,136491,112878,237957
15,5,0.4,0.3,0,467961,100253,124675,297111
16,5,0.4,0.3,0,501645,117502,110319,260534
17,5,0.4,0.3,0,473024,112261,123484,281231
18,5,0.4,0.3,0,505593,132417,104870,247120
19,5,0.4,0.3,0,482138,118490,119635,269737
20,5,0.4,0.3,0,450209,111370,139048,289373
21,5,0.4,0.3,0,496461,128216,117087,248236
22,5,0.4,0.3,0,486806,120307,115545,267342
23,5,0.4,0.3,0,472394,113607,114431,289568
24,5,0.4,0.3,0,480894,118034,121563,269509
25,5,0.4,0.3,0,454473,110450,133386,291691
26,5,0.4,0.3,0,427662,118224,139239,304875
27,5,0.4,0.3,0,504303,119639,114904,251154
28,5,0.4,0.3,0,481711,123236,126561,258492
29,5,0.4,0.3,0,490109,122133,115109,262649
30,5,0.4,0.3,0,494114,106821,118215,270850
31,5,0.4,0.3,0,463080,120033,126744,280143
32,5,0.4,0.3,0,439707,105277,137826,307190
33,5,0.4,0.3,0,512909,135415,108553,233123
34,5,0.4,0.3,0,496837,107157,107977,278029
35,5,0.4,0.3,0,490700,119692,120533,259075
36,5,0.4,0.3,0,473196,107564,125794,283446
37,5,0.4,0.3,0,422376,104417,144699,318508
38,5,0.4,0.3,0,448872,117710,132236,291182
39,5,0.4,0.3,0,457040,100610,125631,306719
40,5,0.4,0.3,0,468737,114109,126373,280781
41,5,0.4,0.3,0,552121,129327,93647,214905
42,5,0.4,0.3,0,461904,107363,124313,296420
43,5,0.4,0.3,0,425877,97285,138050,328788
44,5,0.4,0.3,0,468823,112065,125329,283783
45,5,0.4,0.3,0,528164,119363,105993,236480
46,5,0.4,0.3,0,444144,106981,132077,306798
47,5,0.4,0.3,0,512157,114842,107584,255417
48,5,0.4,0.3,0,535958,136554,94967,222521
49,5,0.4,0.3,0,503037,128378,110570,248015
50,5,0.4,0.3,0,482420,124028,121707,261845
51,5,0.4,0.3,0,500540,114021,110479,264960
52,5,0.4,0.3,0,474141,104169,122768,288922
53,5,0.4,0.3,0,532211,134823,101832,221134
54,5,0.4,0.3,0,506485,117581,111678,254256
55,5,0.4,0.3,0,460635,98657,123753,306955
56,5,0.4,0.3,0,439604,102393,139039,308964
57,5,0.4,0.3,0,500910,117006,120394,251690
58,5,0.4,0.3,0,541500,121639,103041,223820
59,5,0.4,0.3,0,481631,111252,127959,269158
60,5,0.4,0.3,0,545941,134555,93590,215914
61,5,0.4,0.3,0,477624,114793,117540,280043
62,5,0.4,0.3,0,501929,117015,113965,257091
63,5,0.4,0.3,0,499491,124268,114962,251279
64,5,0.4,0.3,0,453480,108004,132671,295845
65,5,0.4,0.3,0,488672,125222,114184,261922
66,5,0.4,0.3,0,472318,108220,131145,278317
67,5,0.4,0.3,0,456499,120374,128886,284241
68,5,0.4,0.3,0,477071,120764,118384,273781
69,5,0.4,0.3,0,551675,124597,92556,221172
70,5,0.4,0.3,0,460197,113756,128576,287471
71,5,0.4,0.3,0,470289,136224,125119,258368
72,5,0.4,0.3,0,497677,121620,112132,258571
73,5,0.4,0.3,0,510854,114079,109667,255400
74,5,0.4,0.3,0,543185,132998,94029,219788
75,5,0.4,0.3,0,522993,131013,105521,230473
76,5,0.4,0.3,0,462813,101080,131100,295007
77,5,0.4,0.3,0,492180,117937,117592,262291
78,5,0.4,0.3,0,489415,124192,118885,257508
79,5,0.4,0.3,0,492129,133856,121184,242831
80,5,0.4,0.3,0,478947,122238,122942,265873
81,5,0.4,0.3,0,479995,101118,121443,287444
82,5,0.4,0.3,0,475951,119396,128520,266133
83,5,0.4,0.3,0,548319,129038,94118,218525
84,5,0.4,0.3,0,543354,132728,95370,218548
85,5,0.4,0.3,0,534052,123964,102420,229564
86,5,0.4,0.3,0,501525,124062,116649,247764
87,5,0.4,0.3,0,471413,128676,124816,265095
88,5,0.4,0.3,0,541696,139153,96852,212299
89,5,0.4,0.3,0,497406,123380,117468,251746
90,5,0.4,0.3,0,375034,90746,168390,355830
91,5,0.4,0.3,0,509973,112906,108549,258572
92,5,0.4,0.3,0,526243,133759,103726,226272
93,5,0.4,0.3,0,532328,123708,100569,233395
94,5,0.4,0.3,0,527692,127133,99562,235613
95,5,0.4,0.3,0,474792,121550,121929,271729
96,5,0.4,0.3,0,503717,115264,111643,259376
97,5,0.4,0.3,0,516971,122360,104912,245757
98,5,0.4,0.3,0,498523,113851,114124,263502
99,5,0.4,0.3,0,446157,123303,130694,289846
