,m,d,r,w,R,S,T,P
0,5,0.4,0.3,0,507618,111629,120652,250101
1,5,0.4,0.3,0,522459,123450,119081,225010
2,5,0.4,0.3,0,493302,105893,132745,258060
3,5,0.4,0.3,0,528840,115699,117704,227757
4,5,0.4,0.3,0,519158,130142,120365,220335
5,5,0.4,0.3,0,497941,110091,130233,251735
6,5,0.4,0.3,0,531241,102698,120533,235528
7,5,0.4,0.3,0,563713,133887,106363,186037
8,5,0.4,0.3,0,555199,117056,104641,213104
9,5,0.4,0.3,0,566358,128124,98120,197398
10,5,0.4,0.3,0,529106,110927,120009,229958
11,5,0.4,0.3,0,534052,131817,111745,212386
12,5,0.4,0.3,0,512603,105169,128441,243787
13,5,0.4,0.3,0,484048,108612,137370,259970
14,5,0.4,0.3,0,533356,111634,112435,232575
15,5,0.4,0.3,0,576448,129195,92530,191827
16,5,0.4,0.3,0,522047,117203,120227,230523
17,5,0.4,0.3,0,532325,127628,114132,215915
18,5,0.4,0.3,0,563094,124740,99673,202493
19,5,0.4,0.3,0,532213,107761,119274,230752
20,5,0.4,0.3,0,526337,111251,118236,234176
21,5,0.4,0.3,0,533754,124380,115213,216653
22,5,0.4,0.3,0,493562,110570,136502,249366
23,5,0.4,0.3,0,561044,115937,99840,213179
24,5,0.4,0.3,0,550760,111835,108610,218795
25,5,0.4,0.3,0,575802,129826,97101,187271
26,5,0.4,0.3,0,528880,105570,123224,232326
27,5,0.4,0.3,0,551968,118577,105487,213968
28,5,0.4,0.3,0,570183,113566,100589,205662
29,5,0.4,0.3,0,554814,117329,103994,213863
30,5,0.4,0.3,0,515110,118729,128424,227737
31,5,0.4,0.3,0,509987,115532,132996,231485
32,5,0.4,0.3,0,520513,123262,121175,225050
33,5,0.4,0.3,0,501420,115881,126198,246501
34,5,0.4,0.3,0,538378,122685,114423,214514
35,5,0.4,0.3,0,550581,108422,112324,218673
36,5,0.4,0.3,0,535176,124944,121734,208146
37,5,0.4,0.3,0,495407,107864,128780,257949
38,5,0.4,0.3,0,491273,107692,147116,243919
39,5,0.4,0.3,0,513257,103246,119493,254004
40,5,0.4,0.3,0,552820,126183,108854,202143
41,5,0.4,0.3,0,565303,117562,103873,203262
42,5,0.4,0.3,0,578540,132328,94803,184329
43,5,0.4,0.3,0,467834,101184,141099,279883
44,5,0.4,0.3,0,467272,99197,151183,272348
45,5,0.4,0.3,0,516167,131047,122253,220533
46,5,0.4,0.3,0,497349,103318,138705,250628
47,5,0.4,0.3,0,545309,116921,114151,213619
48,5,0.4,0.3,0,538378,116046,113849,221727
49,5,0.4,0.3,0,544522,120259,112687,212532
50,5,0.4,0.3,0,493155,115001,139853,241991
51,5,0.4,0.3,0,570957,125523,104408,189112
52,5,0.4,0.3,0,562568,138220,102200,187012
53,5,0.4,0.3,0,500715,119135,128538,241612
54,5,0.4,0.3,0,576974,140103,94623,178300
55,5,0.4,0.3,0,552580,113807,106033,217580
56,5,0.4,0.3,0,573734,127261,100756,188249
57,5,0.4,0.3,0,554618,127146,109961,198275
58,5,0.4,0.3,0,532431,123043,123165,211361
59,5,0.4,0.3,0,557730,113144,108422,210704
60,5,0.4,0.3,0,512593,111225,127027,239155
61,5,0.4,0.3,0,519430,114880,126660,229030
62,5,0.4,0.3,0,513059,110044,129147,237750
63,5,0.4,0.3,0,560693,122244,104806,202257
64,5,0.4,0.3,0,515678,130234,127771,216317
65,5,0.4,0.3,0,540185,102008,119236,228571
66,5,0.4,0.3,0,501896,122160,123818,242126
67,5,0.4,0.3,0,545183,122957,108867,212993
68,5,0.4,0.3,0,502538,115291,124698,247473
69,5,0.4,0.3,0,578009,138454,95351,178186
70,5,0.4,0.3,0,489057,120864,133651,246428
71,5,0.4,0.3,0,515944,133963,113382,226711
72,5,0.4,0.3,0,508544,108235,134193,239028
73,5,0.4,0.3,0,511123,124282,134260,220335
74,5,0.4,0.3,0,525603,102351,127670,234376
75,5,0.4,0.3,0,537343,135485,117287,199885
76,5,0.4,0.3,0,568744,138221,98879,184156
77,5,0.4,0.3,0,560003,122776,114609,192612
78,5,0.4,0.3,0,581810,129099,88459,190632
79,5,0.4,0.3,0,551257,135795,110445,192503
80,5,0.4,0.3,0,549831,122655,114673,202841
81,5,0.4,0.3,0,480687,108209,139510,261594
82,5,0.4,0.3,0,562162,123845,98502,205491
83,5,0.4,0.3,0,490199,102174,140753,256874
84,5,0.4,0.3,0,505136,108669,115466,260729
85,5,0.4,0.3,0,567578,115678,103697,203047
86,5,0.4,0.3,0,544923,134229,110643,200205
87,5,0.4,0.3,0,438641,103611,157272,290476
88,5,0.4,0.3,0,520320,119503,125178,224999
89,5,0.4,0.3,0,538552,117085,124972,209391
90,5,0.4,0.3,0,512174,112265,127742,237819
91,5,0.4,0.3,0,552904,115334,103310,218452
92,5,0.4,0.3,0,504040,105814,126192,253954
93,5,0.4,0.3,0,487673,111111,137742,253474
94,5,0.4,0.3,0,538597,124285,116921,210197
95,5,0.4,0.3,0,506397,114608,123627,245368
96,5,0.4,0.3,0,534707,111235,118582,225476
97,5,0.4,0.3,0,531119,107747,115490,235644
98,5,0.4,0.3,0,525215,125380,126907,212498
99,5,0.4,0.3,0,537096,123958,120301,208645
