,m,d,r,w,R,S,T,P
0,5,0.4,0.3,0,315452,188079,106743,379726
1,5,0.4,0.3,0,200994,95657,156373,536976
2,5,0.4,0.3,0,217121,113152,153600,506127
3,5,0.4,0.3,0,200508,102613,158515,528364
4,5,0.4,0.3,0,223499,109537,141458,515506
5,5,0.4,0.3,0,256963,102309,135553,495175
6,5,0.4,0.3,0,245327,113106,139100,492467
7,5,0.4,0.3,0,287402,141913,111691,448994
8,5,0.4,0.3,0,280062,130016,110742,469180
9,5,0.4,0.3,0,299543,148138,111858,430461
10,5,0.4,0.3,0,283084,153351,129396,424169
11,5,0.4,0.3,0,281765,134421,121063,452751
12,5,0.4,0.3,0,319354,156837,103962,409847
13,5,0.4,0.3,0,218587,104614,153076,513723
14,5,0.4,0.3,0,258673,110013,127083,494231
15,5,0.4,0.3,0,266835,124186,128024,470955
16,5,0.4,0.3,0,263477,125975,125189,475359
17,5,0.4,0.3,0,219460,96752,149904,523884
18,5,0.4,0.3,0,241473,117575,145327,485625
19,5,0.4,0.3,0,219956,122588,152730,494726
20,5,0.4,0.3,0,249378,135814,141787,463021
21,5,0.4,0.3,0,291590,163554,120315,414541
22,5,0.4,0.3,0,287103,137445,115756,449696
23,5,0.4,0.3,0,276450,130084,127529,455937
24,5,0.4,0.3,0,266442,120587,127193,475778
25,5,0.4,0.3,0,314059,151289,100233,424419
26,5,0.4,0.3,0,279294,120645,111906,478155
27,5,0.4,0.3,0,290060,150293,115612,434035
28,5,0.4,0.3,0,244815,119256,141941,483988
29,5,0.4,0.3,0,255943,141493,130727,461837
30,5,0.4,0.3,0,229401,133914,146959,479726
31,5,0.4,0.3,0,234523,112177,144254,499046
32,5,0.4,0.3,0,283660,129141,126517,450682
33,5,0.4,0.3,0,314847,146131,103659,425363
34,5,0.4,0.3,0,214183,95446,144989,535382
35,5,0.4,0.3,0,232272,110044,141465,506219
36,5,0.4,0.3,0,244584,128793,139078,477545
37,5,0.4,0.3,0,266469,119475,134722,469334
38,5,0.4,0.3,0,249409,116266,131678,492647
39,5,0.4,0.3,0,240331,133401,143346,472922
40,5,0.4,0.3,0,252272,113305,131496,492927
41,5,0.4,0.3,0,257693,124694,129445,478168
42,5,0.4,0.3,0,277593,126481,124754,461172
43,5,0.4,0.3,0,232563,97454,137339,522644
44,5,0.4,0.3,0,262829,118367,136918,471886
45,5,0.4,0.3,0,258326,135943,131634,464097
46,5,0.4,0.3,0,252213,126132,138163,473492
47,5,0.4,0.3,0,211343,140976,147262,490419
48,5,0.4,0.3,0,317770,155692,106449,410089
49,5,0.4,0.3,0,280620,139373,122568,447439
50,5,0.4,0.3,0,219558,122401,159182,488859
51,5,0.4,0.3,0,246758,135673,129144,478425
52,5,0.4,0.3,0,294667,128191,112607,454535
53,5,0.4,0.3,0,306203,146927,113102,423768
54,5,0.4,0.3,0,298330,138947,112347,440376
55,5,0.4,0.3,0,279309,150750,138988,420953
56,5,0.4,0.3,0,243663,98655,138628,509054
57,5,0.4,0.3,0,299328,153409,114966,422297
58,5,0.4,0.3,0,270782,136918,130506,451794
59,5,0.4,0.3,0,267947,115666,120841,485546
60,5,0.4,0.3,0,271847,131366,124610,462177
61,5,0.4,0.3,0,235704,117903,138841,497552
62,5,0.4,0.3,0,259967,124029,129328,476676
63,5,0.4,0.3,0,267566,124465,129247,468722
64,5,0.4,0.3,0,274208,137513,120213,458066
65,5,0.4,0.3,0,245167,106271,141198,497364
66,5,0.4,0.3,0,268470,137574,115289,468667
67,5,0.4,0.3,0,191836,80246,155670,562248
68,5,0.4,0.3,0,272594,139411,129024,448971
69,5,0.4,0.3,0,244137,110193,131254,504416
70,5,0.4,0.3,0,239889,102962,141791,505358
71,5,0.4,0.3,0,302854,152284,114687,420175
72,5,0.4,0.3,0,270423,140477,126134,452966
73,5,0.4,0.3,0,310499,161090,108937,409474
74,5,0.4,0.3,0,329262,165350,104001,391387
75,5,0.4,0.3,0,297063,145085,114872,432980
76,5,0.4,0.3,0,261327,109265,128331,491077
77,5,0.4,0.3,0,279243,133540,117170,460047
78,5,0.4,0.3,0,284461,139505,120615,445419
79,5,0.4,0.3,0,205099,122637,156966,505298
80,5,0.4,0.3,0,248466,126723,127649,487162
81,5,0.4,0.3,0,274286,120966,123419,471329
82,5,0.4,0.3,0,231269,126552,143015,489164
83,5,0.4,0.3,0,287381,151012,117539,434068
84,5,0.4,0.3,0,260176,127363,139314,463147
85,5,0.4,0.3,0,274498,117440,125709,472353
86,5,0.4,0.3,0,260799,110865,123879,494457
87,5,0.4,0.3,0,268443,157379,129222,434956
88,5,0.4,0.3,0,284204,166549,115749,423498
89,5,0.4,0.3,0,242148,109785,144537,493530
90,5,0.4,0.3,0,215359,102536,144767,527338
91,5,0.4,0.3,0,264409,131680,133395,460516
92,5,0.4,0.3,0,253389,131702,131670,473239
93,5,0.4,0.3,0,254671,129251,126645,479433
94,5,0.4,0.3,0,296347,156158,117413,420082
95,5,0.4,0.3,0,292912,149520,108718,438850
96,5,0.4,0.3,0,270977,147781,118234,453008
97,5,0.4,0.3,0,301220,161139,115669,411972
98,5,0.4,0.3,0,294789,138111,111676,445424
99,5,0.4,0.3,0,198446,94083,156006,541465
