,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,20,23,31,26
1,21,23,30,26
2,21,23,30,26
3,20,23,31,26
4,20,23,31,26
5,20,22,32,26
6,20,21,33,26
7,20,20,34,26
8,21,20,33,26
9,21,20,32,27
10,21,21,32,26
11,21,20,32,27
12,22,20,31,27
13,23,20,31,26
14,24,19,31,26
15,23,19,31,27
16,22,19,32,27
17,22,19,32,27
18,22,18,33,27
19,22,18,34,26
20,22,18,34,26
21,22,18,33,27
22,22,19,32,27
23,22,19,32,27
24,22,20,32,26
25,22,21,31,26
26,22,21,31,26
27,22,20,32,26
28,22,20,32,26
29,22,20,32,26
30,22,21,32,25
31,23,21,32,24
32,23,21,32,24
33,23,21,32,24
34,22,22,32,24
35,22,22,32,24
36,22,21,32,25
37,22,22,32,24
38,22,21,33,24
39,23,21,33,23
40,23,21,34,22
41,23,21,35,21
42,23,21,36,20
43,23,20,36,21
44,23,20,37,20
45,24,20,36,20
46,24,21,36,19
47,24,22,36,18
48,24,22,36,18
49,23,23,36,18
50,23,24,35,18
51,23,23,35,19
52,23,24,35,18
53,24,23,35,18
54,24,24,34,18
55,25,24,33,18
56,25,23,33,19
57,25,23,33,19
58,24,23,34,19
59,24,22,34,20
60,24,23,33,20
61,24,22,34,20
62,24,22,34,20
63,25,22,33,20
64,25,22,33,20
65,25,22,33,20
66,26,22,33,19
67,26,22,33,19
68,26,22,33,19
69,26,22,33,19
70,27,22,32,19
71,27,22,32,19
72,28,22,32,18
73,29,21,32,18
74,29,21,33,17
75,29,21,33,17
76,30,21,32,17
77,30,20,33,17
78,29,20,34,17
79,29,20,34,17
80,30,20,34,16
81,29,20,35,16
82,28,20,35,17
83,29,19,35,17
84,29,19,35,17
85,30,19,35,16
86,30,18,36,16
87,30,18,36,16
88,30,19,35,16
89,29,19,36,16
90,29,19,36,16
91,29,18,37,16
92,28,18,38,16
93,28,18,38,16
94,28,17,39,16
95,28,18,38,16
96,28,17,39,16
97,28,17,39,16
98,28,17,39,16
99,28,17,39,16
100,28,16,40,16
101,29,16,39,16
102,29,15,40,16
103,29,15,40,16
104,29,15,40,16
105,30,15,39,16
106,31,14,39,16
107,31,14,39,16
108,30,14,40,16
109,31,13,40,16
110,31,13,40,16
111,32,13,39,16
112,32,13,39,16
113,32,13,39,16
114,33,13,38,16
115,34,13,37,16
116,33,14,37,16
117,33,14,37,16
118,33,13,37,17
119,33,13,37,17
120,33,13,37,17
121,33,13,37,17
122,33,13,38,16
123,33,13,38,16
124,33,14,38,15
125,33,13,39,15
126,34,12,39,15
127,35,12,38,15
128,35,12,38,15
129,36,12,37,15
130,35,12,38,15
131,36,12,38,14
132,36,11,39,14
133,36,10,40,14
134,37,10,39,14
135,37,10,39,14
136,37,11,38,14
137,38,11,37,14
138,39,11,36,14
139,39,10,37,14
140,39,10,37,14
141,39,10,38,13
142,40,10,37,13
143,39,10,38,13
144,39,10,38,13
145,39,10,39,12
146,40,10,39,11
147,40,9,39,12
148,41,8,39,12
149,41,8,39,12
150,40,8,39,13
151,40,8,39,13
152,40,8,39,13
153,39,8,40,13
154,39,8,39,14
155,39,8,39,14
156,40,8,38,14
157,40,8,38,14
158,40,8,38,14
159,40,8,38,14
160,40,8,38,14
161,40,8,38,14
162,39,9,38,14
163,40,9,37,14
164,39,9,38,14
165,38,9,39,14
166,38,9,39,14
167,37,9,40,14
168,37,10,39,14
169,36,11,39,14
170,36,11,39,14
171,36,12,38,14
172,36,12,38,14
173,35,12,39,14
174,34,12,39,15
175,34,12,40,14
176,33,13,40,14
177,33,13,40,14
178,34,13,39,14
179,33,13,40,14
180,32,13,41,14
181,32,13,41,14
182,31,14,41,14
183,31,14,41,14
184,30,14,42,14
185,31,14,41,14
186,31,14,40,15
187,32,14,39,15
188,32,14,39,15
189,31,14,39,16
190,31,14,39,16
191,32,14,38,16
192,32,14,37,17
193,32,14,38,16
194,33,14,37,16
195,33,14,37,16
196,33,13,37,17
197,33,13,36,18
198,33,13,35,19
199,34,13,35,18
200,34,13,36,17
201,34,12,36,18
202,35,12,36,17
203,36,12,35,17
204,35,12,35,18
205,35,12,35,18
206,35,12,35,18
207,35,12,35,18
208,35,12,35,18
209,35,12,35,18
210,34,12,36,18
211,34,12,36,18
212,35,12,36,17
213,35,12,36,17
214,36,12,35,17
215,37,12,34,17
216,38,12,33,17
217,38,12,33,17
218,39,12,33,16
219,38,12,34,16
220,39,12,33,16
221,39,13,33,15
222,40,13,32,15
223,41,13,32,14
224,40,14,32,14
225,39,14,33,14
226,40,13,33,14
227,40,13,33,14
228,40,13,33,14
229,39,14,33,14
230,39,14,33,14
231,39,14,34,13
232,40,14,33,13
233,41,14,32,13
234,41,14,32,13
