S.D.,Counts,seed,tournament_type
0.5,241,64,hetero_dr_sd_max
0.6,241,64,hetero_dr_sd_max
0.7,239,64,hetero_dr_sd_max
0.8,216,64,hetero_dr_sd_max
0.9,200,64,hetero_dr_sd_max
1.0,183,64,hetero_dr_sd_max
1.1,183,64,hetero_dr_sd_max
1.2,200,64,hetero_dr_sd_max
1.3,172,64,hetero_dr_sd_max
1.4,155,64,hetero_dr_sd_max
1.5,113,64,hetero_dr_sd_max
1.6,99,64,hetero_dr_sd_max
1.7,75,64,hetero_dr_sd_max
1.8,61,64,hetero_dr_sd_max
1.9,39,64,hetero_dr_sd_max
2.0,25,64,hetero_dr_sd_max
2.1,16,64,hetero_dr_sd_max
2.2,13,64,hetero_dr_sd_max
2.3,10,64,hetero_dr_sd_max
2.4,7,64,hetero_dr_sd_max
2.5,6,64,hetero_dr_sd_max
2.6,6,64,hetero_dr_sd_max
2.7,2,64,hetero_dr_sd_max
2.8,0,64,hetero_dr_sd_max
2.9,0,64,hetero_dr_sd_max
3.0,0,64,hetero_dr_sd_max
