S.D.,Counts,seed,tournament_type
0.5,242,512,hetero_dr_sd_max
0.6,246,512,hetero_dr_sd_max
0.7,225,512,hetero_dr_sd_max
0.8,201,512,hetero_dr_sd_max
0.9,198,512,hetero_dr_sd_max
1.0,167,512,hetero_dr_sd_max
1.1,148,512,hetero_dr_sd_max
1.2,152,512,hetero_dr_sd_max
1.3,128,512,hetero_dr_sd_max
1.4,106,512,hetero_dr_sd_max
1.5,80,512,hetero_dr_sd_max
1.6,75,512,hetero_dr_sd_max
1.7,56,512,hetero_dr_sd_max
1.8,39,512,hetero_dr_sd_max
1.9,32,512,hetero_dr_sd_max
2.0,25,512,hetero_dr_sd_max
2.1,24,512,hetero_dr_sd_max
2.2,19,512,hetero_dr_sd_max
2.3,12,512,hetero_dr_sd_max
2.4,12,512,hetero_dr_sd_max
2.5,11,512,hetero_dr_sd_max
2.6,8,512,hetero_dr_sd_max
2.7,4,512,hetero_dr_sd_max
2.8,2,512,hetero_dr_sd_max
2.9,2,512,hetero_dr_sd_max
3.0,2,512,hetero_dr_sd_max
