S.D.,Counts
0.5,278
0.6,268
0.7,243
0.8,234
0.9,207
1.0,191
1.1,178
1.2,140
1.3,130
1.4,106
1.5,99
1.6,116
1.7,91
1.8,81
1.9,58
2.0,37
2.1,24
2.2,18
2.3,7
2.4,4
2.5,4
2.6,3
2.7,0
2.8,0
2.9,0
3.0,0
