S.D.,Counts
0.5,292
0.6,269
0.7,269
0.8,260
0.9,236
1.0,207
1.1,187
1.2,181
1.3,158
1.4,133
1.5,124
1.6,108
1.7,89
1.8,58
1.9,48
2.0,44
2.1,35
2.2,15
2.3,14
2.4,8
2.5,4
2.6,4
2.7,1
2.8,1
2.9,0
3.0,0
