S.D.,Counts
0.5,284
0.6,266
0.7,249
0.8,230
0.9,229
1.0,223
1.1,186
1.2,174
1.3,169
1.4,131
1.5,123
1.6,106
1.7,82
1.8,63
1.9,61
2.0,58
2.1,41
2.2,21
2.3,12
2.4,8
2.5,7
2.6,5
2.7,2
2.8,1
2.9,1
3.0,1
