S.D.,Counts
0.5,272
0.6,256
0.7,268
0.8,248
0.9,226
1.0,198
1.1,175
1.2,165
1.3,140
1.4,99
1.5,97
1.6,76
1.7,84
1.8,62
1.9,55
2.0,36
2.1,31
2.2,23
2.3,14
2.4,8
2.5,4
2.6,6
2.7,3
2.8,4
2.9,4
3.0,0
