S.D.,Counts
0.5,278
0.6,258
0.7,253
0.8,224
0.9,221
1.0,217
1.1,188
1.2,169
1.3,167
1.4,136
1.5,99
1.6,70
1.7,54
1.8,48
1.9,33
2.0,32
2.1,24
2.2,13
2.3,17
2.4,15
2.5,2
2.6,1
2.7,0
2.8,0
2.9,0
3.0,0
