S.D.,Counts
0.5,281
0.6,261
0.7,225
0.8,226
0.9,206
1.0,190
1.1,178
1.2,176
1.3,160
1.4,126
1.5,91
1.6,76
1.7,57
1.8,54
1.9,51
2.0,47
2.1,34
2.2,28
2.3,17
2.4,11
2.5,7
2.6,4
2.7,0
2.8,0
2.9,0
3.0,0
