S.D.,Counts
0.5,270
0.6,255
0.7,259
0.8,234
0.9,225
1.0,202
1.1,187
1.2,158
1.3,126
1.4,104
1.5,99
1.6,82
1.7,50
1.8,48
1.9,45
2.0,33
2.1,40
2.2,25
2.3,19
2.4,10
2.5,10
2.6,7
2.7,5
2.8,1
2.9,0
3.0,0
