S.D.,Counts,seed,tournament_type
0.5,278,16,pareto_dr_min
0.6,258,16,pareto_dr_min
0.7,253,16,pareto_dr_min
0.8,224,16,pareto_dr_min
0.9,221,16,pareto_dr_min
1,217,16,pareto_dr_min
1.1,188,16,pareto_dr_min
1.2,169,16,pareto_dr_min
1.3,167,16,pareto_dr_min
1.4,136,16,pareto_dr_min
1.5,99,16,pareto_dr_min
1.6,70,16,pareto_dr_min
1.7,54,16,pareto_dr_min
1.8,48,16,pareto_dr_min
1.9,33,16,pareto_dr_min
2,32,16,pareto_dr_min
2.1,24,16,pareto_dr_min
2.2,13,16,pareto_dr_min
2.3,17,16,pareto_dr_min
2.4,15,16,pareto_dr_min
2.5,2,16,pareto_dr_min
2.6,1,16,pareto_dr_min
2.7,0,16,pareto_dr_min
2.8,0,16,pareto_dr_min
2.9,0,16,pareto_dr_min
3,0,16,pareto_dr_min
