S.D.,Counts
0.5,275
0.6,265
0.7,228
0.8,212
0.9,190
1.0,169
1.1,157
1.2,145
1.3,130
1.4,113
1.5,105
1.6,86
1.7,86
1.8,80
1.9,57
2.0,47
2.1,34
2.2,16
2.3,10
2.4,7
2.5,4
2.6,1
2.7,2
2.8,0
2.9,0
3.0,0
