S.D.,Counts,seed,tournament_type
0.5,275,4,pareto_dr_min
0.6,265,4,pareto_dr_min
0.7,228,4,pareto_dr_min
0.8,212,4,pareto_dr_min
0.9,190,4,pareto_dr_min
1,169,4,pareto_dr_min
1.1,157,4,pareto_dr_min
1.2,145,4,pareto_dr_min
1.3,130,4,pareto_dr_min
1.4,113,4,pareto_dr_min
1.5,105,4,pareto_dr_min
1.6,86,4,pareto_dr_min
1.7,86,4,pareto_dr_min
1.8,80,4,pareto_dr_min
1.9,57,4,pareto_dr_min
2,47,4,pareto_dr_min
2.1,34,4,pareto_dr_min
2.2,16,4,pareto_dr_min
2.3,10,4,pareto_dr_min
2.4,7,4,pareto_dr_min
2.5,4,4,pareto_dr_min
2.6,1,4,pareto_dr_min
2.7,2,4,pareto_dr_min
2.8,0,4,pareto_dr_min
2.9,0,4,pareto_dr_min
3,0,4,pareto_dr_min
