S.D.,Counts
0.5,247
0.6,213
0.7,192
0.8,183
0.9,189
1.0,169
1.1,177
1.2,148
1.3,135
1.4,118
1.5,76
1.6,62
1.7,48
1.8,38
1.9,35
2.0,22
2.1,13
2.2,6
2.3,11
2.4,13
2.5,18
2.6,11
2.7,7
2.8,8
2.9,6
3.0,5
