S.D.,Counts,seed,tournament_type
0.5,249,256,norm_mdr_sd_max
0.6,235,256,norm_mdr_sd_max
0.7,214,256,norm_mdr_sd_max
0.8,217,256,norm_mdr_sd_max
0.9,196,256,norm_mdr_sd_max
1,182,256,norm_mdr_sd_max
1.1,175,256,norm_mdr_sd_max
1.2,141,256,norm_mdr_sd_max
1.3,121,256,norm_mdr_sd_max
1.4,109,256,norm_mdr_sd_max
1.5,119,256,norm_mdr_sd_max
1.6,110,256,norm_mdr_sd_max
1.7,90,256,norm_mdr_sd_max
1.8,68,256,norm_mdr_sd_max
1.9,53,256,norm_mdr_sd_max
2,38,256,norm_mdr_sd_max
2.1,18,256,norm_mdr_sd_max
2.2,13,256,norm_mdr_sd_max
2.3,4,256,norm_mdr_sd_max
2.4,1,256,norm_mdr_sd_max
2.5,1,256,norm_mdr_sd_max
2.6,0,256,norm_mdr_sd_max
2.7,0,256,norm_mdr_sd_max
2.8,0,256,norm_mdr_sd_max
2.9,0,256,norm_mdr_sd_max
3,0,256,norm_mdr_sd_max
