S.D.,Counts
0.5,214
0.6,214
0.7,208
0.8,178
0.9,166
1.0,166
1.1,160
1.2,137
1.3,133
1.4,126
1.5,89
1.6,85
1.7,68
1.8,52
1.9,42
2.0,17
2.1,8
2.2,8
2.3,6
2.4,2
2.5,1
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
