S.D.,Counts,seed,tournament_type
0.5,253,2,norm_mdr_sd_max
0.6,261,2,norm_mdr_sd_max
0.7,245,2,norm_mdr_sd_max
0.8,247,2,norm_mdr_sd_max
0.9,221,2,norm_mdr_sd_max
1,203,2,norm_mdr_sd_max
1.1,209,2,norm_mdr_sd_max
1.2,160,2,norm_mdr_sd_max
1.3,143,2,norm_mdr_sd_max
1.4,126,2,norm_mdr_sd_max
1.5,119,2,norm_mdr_sd_max
1.6,99,2,norm_mdr_sd_max
1.7,81,2,norm_mdr_sd_max
1.8,50,2,norm_mdr_sd_max
1.9,47,2,norm_mdr_sd_max
2,36,2,norm_mdr_sd_max
2.1,20,2,norm_mdr_sd_max
2.2,12,2,norm_mdr_sd_max
2.3,7,2,norm_mdr_sd_max
2.4,4,2,norm_mdr_sd_max
2.5,2,2,norm_mdr_sd_max
2.6,4,2,norm_mdr_sd_max
2.7,2,2,norm_mdr_sd_max
2.8,2,2,norm_mdr_sd_max
2.9,0,2,norm_mdr_sd_max
3,0,2,norm_mdr_sd_max
