S.D.,Counts,seed,tournament_type
0.5,250,8,norm_mdr_sd_max
0.6,248,8,norm_mdr_sd_max
0.7,236,8,norm_mdr_sd_max
0.8,212,8,norm_mdr_sd_max
0.9,201,8,norm_mdr_sd_max
1,199,8,norm_mdr_sd_max
1.1,178,8,norm_mdr_sd_max
1.2,162,8,norm_mdr_sd_max
1.3,151,8,norm_mdr_sd_max
1.4,139,8,norm_mdr_sd_max
1.5,103,8,norm_mdr_sd_max
1.6,89,8,norm_mdr_sd_max
1.7,91,8,norm_mdr_sd_max
1.8,70,8,norm_mdr_sd_max
1.9,56,8,norm_mdr_sd_max
2,26,8,norm_mdr_sd_max
2.1,16,8,norm_mdr_sd_max
2.2,12,8,norm_mdr_sd_max
2.3,6,8,norm_mdr_sd_max
2.4,8,8,norm_mdr_sd_max
2.5,9,8,norm_mdr_sd_max
2.6,7,8,norm_mdr_sd_max
2.7,8,8,norm_mdr_sd_max
2.8,4,8,norm_mdr_sd_max
2.9,0,8,norm_mdr_sd_max
3,0,8,norm_mdr_sd_max
