S.D.,Counts
0.5,264
0.6,261
0.7,238
0.8,229
0.9,222
1.0,208
1.1,179
1.2,156
1.3,138
1.4,127
1.5,106
1.6,77
1.7,62
1.8,53
1.9,43
2.0,34
2.1,22
2.2,15
2.3,6
2.4,4
2.5,5
2.6,4
2.7,2
2.8,2
2.9,2
3.0,5
