S.D.,Counts
0.5,238
0.6,232
0.7,233
0.8,210
0.9,191
1.0,158
1.1,165
1.2,158
1.3,146
1.4,116
1.5,99
1.6,85
1.7,76
1.8,57
1.9,46
2.0,34
2.1,19
2.2,13
2.3,11
2.4,8
2.5,5
2.6,2
2.7,0
2.8,0
2.9,0
3.0,0
