S.D.,Counts,seed,tournament_type
0.5,267,64,norm_mdr_sd_max
0.6,261,64,norm_mdr_sd_max
0.7,251,64,norm_mdr_sd_max
0.8,242,64,norm_mdr_sd_max
0.9,227,64,norm_mdr_sd_max
1,197,64,norm_mdr_sd_max
1.1,188,64,norm_mdr_sd_max
1.2,156,64,norm_mdr_sd_max
1.3,149,64,norm_mdr_sd_max
1.4,125,64,norm_mdr_sd_max
1.5,106,64,norm_mdr_sd_max
1.6,99,64,norm_mdr_sd_max
1.7,81,64,norm_mdr_sd_max
1.8,67,64,norm_mdr_sd_max
1.9,50,64,norm_mdr_sd_max
2,28,64,norm_mdr_sd_max
2.1,24,64,norm_mdr_sd_max
2.2,15,64,norm_mdr_sd_max
2.3,9,64,norm_mdr_sd_max
2.4,4,64,norm_mdr_sd_max
2.5,3,64,norm_mdr_sd_max
2.6,3,64,norm_mdr_sd_max
2.7,2,64,norm_mdr_sd_max
2.8,2,64,norm_mdr_sd_max
2.9,0,64,norm_mdr_sd_max
3,0,64,norm_mdr_sd_max
