S.D.,Counts
0.5,273
0.6,250
0.7,211
0.8,209
0.9,189
1.0,186
1.1,162
1.2,152
1.3,160
1.4,123
1.5,107
1.6,83
1.7,68
1.8,52
1.9,45
2.0,33
2.1,20
2.2,16
2.3,7
2.4,7
2.5,5
2.6,2
2.7,2
2.8,2
2.9,1
3.0,0
