S.D.,Counts,seed,tournament_type
0.5,249,8,pareto_dr_min
0.6,228,8,pareto_dr_min
0.7,221,8,pareto_dr_min
0.8,206,8,pareto_dr_min
0.9,196,8,pareto_dr_min
1,176,8,pareto_dr_min
1.1,151,8,pareto_dr_min
1.2,139,8,pareto_dr_min
1.3,123,8,pareto_dr_min
1.4,114,8,pareto_dr_min
1.5,88,8,pareto_dr_min
1.6,82,8,pareto_dr_min
1.7,79,8,pareto_dr_min
1.8,58,8,pareto_dr_min
1.9,46,8,pareto_dr_min
2,34,8,pareto_dr_min
2.1,25,8,pareto_dr_min
2.2,17,8,pareto_dr_min
2.3,13,8,pareto_dr_min
2.4,9,8,pareto_dr_min
2.5,6,8,pareto_dr_min
2.6,1,8,pareto_dr_min
2.7,0,8,pareto_dr_min
2.8,0,8,pareto_dr_min
2.9,0,8,pareto_dr_min
3,0,8,pareto_dr_min
