S.D.,Counts,seed,tournament_type
0.5,238,32,pareto_dr_min
0.6,201,32,pareto_dr_min
0.7,211,32,pareto_dr_min
0.8,186,32,pareto_dr_min
0.9,177,32,pareto_dr_min
1,172,32,pareto_dr_min
1.1,168,32,pareto_dr_min
1.2,136,32,pareto_dr_min
1.3,134,32,pareto_dr_min
1.4,126,32,pareto_dr_min
1.5,100,32,pareto_dr_min
1.6,84,32,pareto_dr_min
1.7,65,32,pareto_dr_min
1.8,59,32,pareto_dr_min
1.9,46,32,pareto_dr_min
2,36,32,pareto_dr_min
2.1,32,32,pareto_dr_min
2.2,24,32,pareto_dr_min
2.3,19,32,pareto_dr_min
2.4,6,32,pareto_dr_min
2.5,4,32,pareto_dr_min
2.6,3,32,pareto_dr_min
2.7,2,32,pareto_dr_min
2.8,0,32,pareto_dr_min
2.9,0,32,pareto_dr_min
3,0,32,pareto_dr_min
