S.D.,Counts,seed,tournament_type
0.5,259,512,pareto_dr_min
0.6,289,512,pareto_dr_min
0.7,283,512,pareto_dr_min
0.8,264,512,pareto_dr_min
0.9,258,512,pareto_dr_min
1,245,512,pareto_dr_min
1.1,188,512,pareto_dr_min
1.2,150,512,pareto_dr_min
1.3,130,512,pareto_dr_min
1.4,152,512,pareto_dr_min
1.5,122,512,pareto_dr_min
1.6,99,512,pareto_dr_min
1.7,87,512,pareto_dr_min
1.8,66,512,pareto_dr_min
1.9,43,512,pareto_dr_min
2,38,512,pareto_dr_min
2.1,23,512,pareto_dr_min
2.2,15,512,pareto_dr_min
2.3,12,512,pareto_dr_min
2.4,4,512,pareto_dr_min
2.5,3,512,pareto_dr_min
2.6,1,512,pareto_dr_min
2.7,0,512,pareto_dr_min
2.8,0,512,pareto_dr_min
2.9,0,512,pareto_dr_min
3,0,512,pareto_dr_min
