S.D.,Counts
0.5,259
0.6,289
0.7,283
0.8,264
0.9,258
1.0,245
1.1,188
1.2,150
1.3,130
1.4,152
1.5,122
1.6,99
1.7,87
1.8,66
1.9,43
2.0,38
2.1,23
2.2,15
2.3,12
2.4,4
2.5,3
2.6,1
2.7,0
2.8,0
2.9,0
3.0,0
