S.D.,Counts
0.5,285
0.6,273
0.7,241
0.8,226
0.9,207
1.0,174
1.1,165
1.2,154
1.3,131
1.4,111
1.5,89
1.6,76
1.7,65
1.8,61
1.9,51
2.0,36
2.1,25
2.2,20
2.3,16
2.4,10
2.5,7
2.6,5
2.7,4
2.8,4
2.9,2
3.0,1
