S.D.,Counts,seed,tournament_type
0.5,211,1024,pareto_dr_min
0.6,248,1024,pareto_dr_min
0.7,245,1024,pareto_dr_min
0.8,212,1024,pareto_dr_min
0.9,203,1024,pareto_dr_min
1,200,1024,pareto_dr_min
1.1,179,1024,pareto_dr_min
1.2,151,1024,pareto_dr_min
1.3,125,1024,pareto_dr_min
1.4,106,1024,pareto_dr_min
1.5,85,1024,pareto_dr_min
1.6,92,1024,pareto_dr_min
1.7,67,1024,pareto_dr_min
1.8,64,1024,pareto_dr_min
1.9,39,1024,pareto_dr_min
2,28,1024,pareto_dr_min
2.1,19,1024,pareto_dr_min
2.2,12,1024,pareto_dr_min
2.3,5,1024,pareto_dr_min
2.4,1,1024,pareto_dr_min
2.5,0,1024,pareto_dr_min
2.6,0,1024,pareto_dr_min
2.7,0,1024,pareto_dr_min
2.8,0,1024,pareto_dr_min
2.9,0,1024,pareto_dr_min
3,0,1024,pareto_dr_min
