S.D.,Counts
0.5,211
0.6,248
0.7,245
0.8,212
0.9,203
1.0,200
1.1,179
1.2,151
1.3,125
1.4,106
1.5,85
1.6,92
1.7,67
1.8,64
1.9,39
2.0,28
2.1,19
2.2,12
2.3,5
2.4,1
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
