S.D.,Counts
0.5,238
0.6,201
0.7,211
0.8,186
0.9,177
1.0,172
1.1,168
1.2,136
1.3,134
1.4,126
1.5,100
1.6,84
1.7,65
1.8,59
1.9,46
2.0,36
2.1,32
2.2,24
2.3,19
2.4,6
2.5,4
2.6,3
2.7,2
2.8,0
2.9,0
3.0,0
