S.D.,Counts
0.5,303
0.6,290
0.7,257
0.8,235
0.9,213
1.0,209
1.1,178
1.2,177
1.3,165
1.4,142
1.5,106
1.6,93
1.7,85
1.8,70
1.9,58
2.0,44
2.1,33
2.2,21
2.3,10
2.4,6
2.5,5
2.6,5
2.7,4
2.8,0
2.9,0
3.0,0
