S.D.,Counts,seed,tournament_type
0.5,310,2,pareto_dr_max
0.6,292,2,pareto_dr_max
0.7,262,2,pareto_dr_max
0.8,259,2,pareto_dr_max
0.9,262,2,pareto_dr_max
1,224,2,pareto_dr_max
1.1,220,2,pareto_dr_max
1.2,178,2,pareto_dr_max
1.3,146,2,pareto_dr_max
1.4,131,2,pareto_dr_max
1.5,123,2,pareto_dr_max
1.6,115,2,pareto_dr_max
1.7,83,2,pareto_dr_max
1.8,61,2,pareto_dr_max
1.9,62,2,pareto_dr_max
2,43,2,pareto_dr_max
2.1,29,2,pareto_dr_max
2.2,28,2,pareto_dr_max
2.3,13,2,pareto_dr_max
2.4,12,2,pareto_dr_max
2.5,12,2,pareto_dr_max
2.6,3,2,pareto_dr_max
2.7,1,2,pareto_dr_max
2.8,1,2,pareto_dr_max
2.9,1,2,pareto_dr_max
3,0,2,pareto_dr_max
