S.D.,Counts
0.5,288
0.6,272
0.7,261
0.8,247
0.9,252
1.0,227
1.1,197
1.2,194
1.3,164
1.4,127
1.5,110
1.6,93
1.7,87
1.8,56
1.9,39
2.0,27
2.1,24
2.2,18
2.3,7
2.4,4
2.5,3
2.6,6
2.7,8
2.8,1
2.9,1
3.0,0
