S.D.,Counts,seed,tournament_type
0.5,288,1024,pareto_dr_max
0.6,283,1024,pareto_dr_max
0.7,265,1024,pareto_dr_max
0.8,247,1024,pareto_dr_max
0.9,205,1024,pareto_dr_max
1,182,1024,pareto_dr_max
1.1,169,1024,pareto_dr_max
1.2,146,1024,pareto_dr_max
1.3,153,1024,pareto_dr_max
1.4,131,1024,pareto_dr_max
1.5,104,1024,pareto_dr_max
1.6,85,1024,pareto_dr_max
1.7,57,1024,pareto_dr_max
1.8,50,1024,pareto_dr_max
1.9,38,1024,pareto_dr_max
2,32,1024,pareto_dr_max
2.1,28,1024,pareto_dr_max
2.2,21,1024,pareto_dr_max
2.3,11,1024,pareto_dr_max
2.4,10,1024,pareto_dr_max
2.5,10,1024,pareto_dr_max
2.6,5,1024,pareto_dr_max
2.7,5,1024,pareto_dr_max
2.8,3,1024,pareto_dr_max
2.9,4,1024,pareto_dr_max
3,1,1024,pareto_dr_max
