S.D.,Counts
0.5,280
0.6,289
0.7,285
0.8,243
0.9,239
1.0,219
1.1,190
1.2,164
1.3,152
1.4,113
1.5,99
1.6,93
1.7,78
1.8,72
1.9,46
2.0,28
2.1,25
2.2,19
2.3,12
2.4,9
2.5,5
2.6,1
2.7,1
2.8,1
2.9,1
3.0,0
