S.D.,Counts,seed,tournament_type
0.5,257,64,pareto_mdr_min
0.6,239,64,pareto_mdr_min
0.7,246,64,pareto_mdr_min
0.8,241,64,pareto_mdr_min
0.9,220,64,pareto_mdr_min
1,212,64,pareto_mdr_min
1.1,204,64,pareto_mdr_min
1.2,165,64,pareto_mdr_min
1.3,164,64,pareto_mdr_min
1.4,136,64,pareto_mdr_min
1.5,126,64,pareto_mdr_min
1.6,94,64,pareto_mdr_min
1.7,61,64,pareto_mdr_min
1.8,43,64,pareto_mdr_min
1.9,35,64,pareto_mdr_min
2,29,64,pareto_mdr_min
2.1,26,64,pareto_mdr_min
2.2,23,64,pareto_mdr_min
2.3,15,64,pareto_mdr_min
2.4,14,64,pareto_mdr_min
2.5,6,64,pareto_mdr_min
2.6,3,64,pareto_mdr_min
2.7,2,64,pareto_mdr_min
2.8,0,64,pareto_mdr_min
2.9,0,64,pareto_mdr_min
3,0,64,pareto_mdr_min
