S.D.,Counts
0.5,273
0.6,272
0.7,268
0.8,260
0.9,234
1.0,230
1.1,244
1.2,196
1.3,164
1.4,142
1.5,110
1.6,93
1.7,70
1.8,74
1.9,46
2.0,34
2.1,28
2.2,15
2.3,15
2.4,6
2.5,10
2.6,4
2.7,2
2.8,3
2.9,1
3.0,1
