S.D.,Counts,seed,tournament_type
0.5,261,16,pareto_mdr_min
0.6,266,16,pareto_mdr_min
0.7,243,16,pareto_mdr_min
0.8,231,16,pareto_mdr_min
0.9,210,16,pareto_mdr_min
1,174,16,pareto_mdr_min
1.1,155,16,pareto_mdr_min
1.2,149,16,pareto_mdr_min
1.3,142,16,pareto_mdr_min
1.4,124,16,pareto_mdr_min
1.5,95,16,pareto_mdr_min
1.6,96,16,pareto_mdr_min
1.7,65,16,pareto_mdr_min
1.8,55,16,pareto_mdr_min
1.9,45,16,pareto_mdr_min
2,39,16,pareto_mdr_min
2.1,29,16,pareto_mdr_min
2.2,15,16,pareto_mdr_min
2.3,11,16,pareto_mdr_min
2.4,8,16,pareto_mdr_min
2.5,8,16,pareto_mdr_min
2.6,1,16,pareto_mdr_min
2.7,0,16,pareto_mdr_min
2.8,0,16,pareto_mdr_min
2.9,0,16,pareto_mdr_min
3,0,16,pareto_mdr_min
