S.D.,Counts
0.5,218
0.6,213
0.7,211
0.8,209
0.9,194
1.0,217
1.1,205
1.2,178
1.3,148
1.4,132
1.5,107
1.6,95
1.7,85
1.8,67
1.9,44
2.0,26
2.1,21
2.2,13
2.3,9
2.4,8
2.5,5
2.6,2
2.7,1
2.8,0
2.9,0
3.0,0
