S.D.,Counts,seed,tournament_type
0.5,249,64,norm_dr_sd_min
0.6,234,64,norm_dr_sd_min
0.7,229,64,norm_dr_sd_min
0.8,201,64,norm_dr_sd_min
0.9,201,64,norm_dr_sd_min
1,182,64,norm_dr_sd_min
1.1,194,64,norm_dr_sd_min
1.2,189,64,norm_dr_sd_min
1.3,161,64,norm_dr_sd_min
1.4,123,64,norm_dr_sd_min
1.5,94,64,norm_dr_sd_min
1.6,83,64,norm_dr_sd_min
1.7,65,64,norm_dr_sd_min
1.8,58,64,norm_dr_sd_min
1.9,50,64,norm_dr_sd_min
2,46,64,norm_dr_sd_min
2.1,29,64,norm_dr_sd_min
2.2,19,64,norm_dr_sd_min
2.3,4,64,norm_dr_sd_min
2.4,1,64,norm_dr_sd_min
2.5,0,64,norm_dr_sd_min
2.6,0,64,norm_dr_sd_min
2.7,0,64,norm_dr_sd_min
2.8,0,64,norm_dr_sd_min
2.9,0,64,norm_dr_sd_min
3,0,64,norm_dr_sd_min
