S.D.,Counts,seed,tournament_type
0.5,248,512,norm_dr_sd_min
0.6,240,512,norm_dr_sd_min
0.7,208,512,norm_dr_sd_min
0.8,210,512,norm_dr_sd_min
0.9,191,512,norm_dr_sd_min
1,180,512,norm_dr_sd_min
1.1,143,512,norm_dr_sd_min
1.2,128,512,norm_dr_sd_min
1.3,124,512,norm_dr_sd_min
1.4,112,512,norm_dr_sd_min
1.5,99,512,norm_dr_sd_min
1.6,91,512,norm_dr_sd_min
1.7,72,512,norm_dr_sd_min
1.8,49,512,norm_dr_sd_min
1.9,36,512,norm_dr_sd_min
2,23,512,norm_dr_sd_min
2.1,34,512,norm_dr_sd_min
2.2,14,512,norm_dr_sd_min
2.3,7,512,norm_dr_sd_min
2.4,4,512,norm_dr_sd_min
2.5,1,512,norm_dr_sd_min
2.6,0,512,norm_dr_sd_min
2.7,0,512,norm_dr_sd_min
2.8,0,512,norm_dr_sd_min
2.9,0,512,norm_dr_sd_min
3,0,512,norm_dr_sd_min
