S.D.,Counts,seed,tournament_type
0.5,218,128,norm_dr_sd_min
0.6,213,128,norm_dr_sd_min
0.7,211,128,norm_dr_sd_min
0.8,209,128,norm_dr_sd_min
0.9,194,128,norm_dr_sd_min
1,217,128,norm_dr_sd_min
1.1,205,128,norm_dr_sd_min
1.2,178,128,norm_dr_sd_min
1.3,148,128,norm_dr_sd_min
1.4,132,128,norm_dr_sd_min
1.5,107,128,norm_dr_sd_min
1.6,95,128,norm_dr_sd_min
1.7,85,128,norm_dr_sd_min
1.8,67,128,norm_dr_sd_min
1.9,44,128,norm_dr_sd_min
2,26,128,norm_dr_sd_min
2.1,21,128,norm_dr_sd_min
2.2,13,128,norm_dr_sd_min
2.3,9,128,norm_dr_sd_min
2.4,8,128,norm_dr_sd_min
2.5,5,128,norm_dr_sd_min
2.6,2,128,norm_dr_sd_min
2.7,1,128,norm_dr_sd_min
2.8,0,128,norm_dr_sd_min
2.9,0,128,norm_dr_sd_min
3,0,128,norm_dr_sd_min
