S.D.,Counts,seed,tournament_type
0.5,251,256,norm_dr_sd_min
0.6,244,256,norm_dr_sd_min
0.7,244,256,norm_dr_sd_min
0.8,250,256,norm_dr_sd_min
0.9,227,256,norm_dr_sd_min
1,205,256,norm_dr_sd_min
1.1,181,256,norm_dr_sd_min
1.2,166,256,norm_dr_sd_min
1.3,150,256,norm_dr_sd_min
1.4,117,256,norm_dr_sd_min
1.5,120,256,norm_dr_sd_min
1.6,96,256,norm_dr_sd_min
1.7,78,256,norm_dr_sd_min
1.8,64,256,norm_dr_sd_min
1.9,43,256,norm_dr_sd_min
2,27,256,norm_dr_sd_min
2.1,25,256,norm_dr_sd_min
2.2,22,256,norm_dr_sd_min
2.3,16,256,norm_dr_sd_min
2.4,17,256,norm_dr_sd_min
2.5,6,256,norm_dr_sd_min
2.6,5,256,norm_dr_sd_min
2.7,2,256,norm_dr_sd_min
2.8,0,256,norm_dr_sd_min
2.9,0,256,norm_dr_sd_min
3,0,256,norm_dr_sd_min
