S.D.,Counts,seed,tournament_type
0.5,224,8,hetero_dr_sd_max
0.6,231,8,hetero_dr_sd_max
0.7,231,8,hetero_dr_sd_max
0.8,206,8,hetero_dr_sd_max
0.9,165,8,hetero_dr_sd_max
1.0,194,8,hetero_dr_sd_max
1.1,181,8,hetero_dr_sd_max
1.2,160,8,hetero_dr_sd_max
1.3,131,8,hetero_dr_sd_max
1.4,116,8,hetero_dr_sd_max
1.5,103,8,hetero_dr_sd_max
1.6,88,8,hetero_dr_sd_max
1.7,74,8,hetero_dr_sd_max
1.8,42,8,hetero_dr_sd_max
1.9,27,8,hetero_dr_sd_max
2.0,21,8,hetero_dr_sd_max
2.1,25,8,hetero_dr_sd_max
2.2,28,8,hetero_dr_sd_max
2.3,13,8,hetero_dr_sd_max
2.4,11,8,hetero_dr_sd_max
2.5,8,8,hetero_dr_sd_max
2.6,8,8,hetero_dr_sd_max
2.7,5,8,hetero_dr_sd_max
2.8,3,8,hetero_dr_sd_max
2.9,3,8,hetero_dr_sd_max
3.0,1,8,hetero_dr_sd_max
