S.D.,Counts,seed,tournament_type
0.5,248,1024,hetero_dr_sd_max
0.6,234,1024,hetero_dr_sd_max
0.7,235,1024,hetero_dr_sd_max
0.8,219,1024,hetero_dr_sd_max
0.9,205,1024,hetero_dr_sd_max
1.0,204,1024,hetero_dr_sd_max
1.1,198,1024,hetero_dr_sd_max
1.2,165,1024,hetero_dr_sd_max
1.3,139,1024,hetero_dr_sd_max
1.4,121,1024,hetero_dr_sd_max
1.5,115,1024,hetero_dr_sd_max
1.6,96,1024,hetero_dr_sd_max
1.7,82,1024,hetero_dr_sd_max
1.8,69,1024,hetero_dr_sd_max
1.9,52,1024,hetero_dr_sd_max
2.0,27,1024,hetero_dr_sd_max
2.1,22,1024,hetero_dr_sd_max
2.2,21,1024,hetero_dr_sd_max
2.3,13,1024,hetero_dr_sd_max
2.4,8,1024,hetero_dr_sd_max
2.5,5,1024,hetero_dr_sd_max
2.6,3,1024,hetero_dr_sd_max
2.7,1,1024,hetero_dr_sd_max
2.8,1,1024,hetero_dr_sd_max
2.9,1,1024,hetero_dr_sd_max
3.0,0,1024,hetero_dr_sd_max
