,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,24,29,27,20
1,25,29,26,20
2,25,28,26,21
3,24,28,26,22
4,24,29,26,21
5,23,29,26,22
6,23,30,25,22
7,23,31,24,22
8,23,31,24,22
9,23,31,24,22
10,23,30,25,22
11,23,31,24,22
12,22,32,24,22
13,22,32,24,22
14,22,31,25,22
15,22,31,25,22
16,21,32,25,22
17,21,31,26,22
18,21,30,26,23
19,21,31,25,23
20,21,31,25,23
21,20,32,25,23
22,20,31,25,24
23,20,31,25,24
24,20,31,25,24
25,19,32,25,24
26,19,32,26,23
27,19,32,26,23
28,19,33,25,23
29,19,34,25,22
30,20,33,25,22
31,20,33,24,23
32,20,33,24,23
33,20,33,24,23
34,20,34,24,22
35,20,34,24,22
36,20,34,24,22
37,20,33,24,23
38,20,34,24,22
39,20,35,24,21
40,20,34,24,22
41,20,34,24,22
42,20,34,24,22
43,20,33,25,22
44,20,34,25,21
45,20,34,25,21
46,20,35,24,21
47,20,36,23,21
48,21,36,23,20
49,21,36,24,19
50,21,37,24,18
51,21,38,24,17
52,20,38,24,18
53,20,39,23,18
54,20,39,24,17
55,20,39,24,17
56,20,39,24,17
57,20,38,25,17
58,21,37,25,17
59,20,38,25,17
60,20,38,24,18
61,20,38,24,18
62,20,38,25,17
63,20,37,25,18
64,21,37,24,18
65,21,36,25,18
66,21,35,25,19
67,21,36,24,19
68,22,35,24,19
69,21,36,24,19
70,21,36,24,19
71,20,37,24,19
72,19,37,25,19
73,20,37,25,18
74,21,37,25,17
75,21,37,25,17
76,21,36,26,17
77,20,36,26,18
78,20,36,26,18
79,20,36,26,18
80,20,36,26,18
81,20,37,26,17
82,20,38,25,17
83,21,38,24,17
84,20,38,25,17
85,20,39,25,16
86,21,38,25,16
87,21,37,25,17
88,20,38,25,17
89,20,37,25,18
90,21,36,25,18
91,21,35,25,19
92,21,35,25,19
93,21,34,26,19
94,21,34,26,19
95,21,33,27,19
96,21,32,27,20
97,20,32,28,20
98,20,33,28,19
99,21,33,27,19
100,21,33,27,19
101,22,32,27,19
102,22,32,28,18
103,22,32,28,18
104,22,32,27,19
105,22,31,27,20
106,23,31,26,20
107,23,31,27,19
108,24,30,27,19
109,24,30,26,20
110,25,29,26,20
111,24,30,26,20
112,24,30,26,20
113,24,31,26,19
114,24,32,25,19
115,23,32,25,20
116,23,33,24,20
117,22,33,25,20
118,22,33,25,20
119,22,33,25,20
120,22,33,24,21
121,22,33,24,21
122,22,32,25,21
123,22,32,25,21
124,22,32,24,22
125,22,32,24,22
126,22,32,24,22
127,22,32,24,22
128,22,32,24,22
129,23,32,23,22
130,24,32,22,22
131,24,32,23,21
132,25,32,23,20
133,26,31,23,20
134,25,32,23,20
135,25,32,23,20
136,25,31,24,20
137,25,30,24,21
138,26,30,23,21
139,26,30,23,21
140,25,31,23,21
141,24,31,24,21
142,23,32,24,21
143,24,32,24,20
144,23,33,24,20
145,22,34,24,20
146,22,34,24,20
147,21,34,25,20
148,21,34,25,20
149,21,34,25,20
150,21,34,25,20
151,21,35,24,20
152,22,35,24,19
153,23,34,24,19
154,22,35,24,19
155,21,35,25,19
156,21,35,25,19
157,21,34,26,19
158,21,34,26,19
159,20,34,27,19
160,20,33,28,19
161,21,33,28,18
162,21,33,29,17
163,21,33,29,17
164,20,33,29,18
165,20,33,29,18
166,20,34,28,18
167,20,35,28,17
168,20,36,27,17
169,20,35,28,17
170,20,35,28,17
171,21,35,27,17
172,22,35,26,17
173,22,35,27,16
174,23,34,27,16
175,23,34,27,16
176,22,35,27,16
177,22,35,27,16
178,22,34,27,17
179,21,35,27,17
180,21,34,28,17
181,21,34,28,17
182,21,35,28,16
183,22,35,28,15
184,22,35,28,15
185,21,35,29,15
186,21,35,29,15
187,20,36,29,15
188,20,36,29,15
189,20,37,28,15
190,20,37,28,15
191,20,37,28,15
192,19,37,29,15
193,19,37,29,15
194,19,37,29,15
195,19,37,29,15
196,19,37,28,16
197,18,38,28,16
198,18,38,27,17
199,18,38,27,17
200,19,38,26,17
201,18,39,26,17
202,18,38,27,17
203,18,39,27,16
204,19,38,27,16
205,19,38,26,17
206,20,38,26,16
207,21,38,26,15
208,21,38,26,15
209,21,38,26,15
210,21,37,26,16
211,22,37,25,16
212,22,37,26,15
213,22,38,26,14
214,22,38,26,14
215,21,39,26,14
216,21,40,25,14
217,20,41,25,14
218,20,41,25,14
219,20,40,26,14
220,20,40,26,14
221,20,39,27,14
222,20,38,27,15
223,20,38,27,15
224,21,38,27,14
225,21,39,27,13
226,22,39,27,12
227,22,39,27,12
228,21,40,27,12
229,21,39,27,13
230,20,40,27,13
231,20,40,27,13
232,19,40,28,13
233,19,39,28,14
234,19,40,28,13
235,19,39,29,13
236,19,39,29,13
237,18,40,29,13
238,19,40,28,13
239,19,40,28,13
240,19,40,28,13
241,19,41,28,12
242,20,41,27,12
243,19,42,27,12
244,19,41,28,12
245,19,42,27,12
246,19,41,28,12
247,20,41,27,12
248,20,42,27,11
249,20,43,27,10
250,20,44,26,10
251,20,45,26,9
252,20,46,26,8
253,19,47,26,8
254,19,47,26,8
255,18,48,26,8
256,18,47,26,9
257,19,46,26,9
258,19,45,27,9
259,19,46,27,8
260,20,45,27,8
261,19,45,28,8
262,19,46,27,8
263,19,46,27,8
264,19,45,28,8
265,18,46,28,8
266,18,45,29,8
267,18,46,28,8
268,18,46,29,7
269,19,45,29,7
270,19,44,30,7
271,19,45,30,6
272,19,45,30,6
273,19,44,31,6
274,19,44,31,6
275,19,44,31,6
276,19,45,30,6
277,19,45,30,6
278,20,44,30,6
279,20,44,30,6
280,19,45,30,6
281,18,46,30,6
282,18,47,29,6
283,17,47,30,6
284,18,46,30,6
285,19,45,30,6
286,19,45,30,6
287,18,45,30,7
288,18,46,30,6
289,17,46,30,7
290,17,45,31,7
291,17,45,31,7
292,17,44,32,7
293,17,44,32,7
294,17,44,32,7
295,17,44,32,7
296,17,44,31,8
297,18,44,30,8
298,19,44,29,8
299,19,44,29,8
300,19,45,28,8
301,19,45,28,8
302,19,45,28,8
303,19,45,28,8
304,19,45,28,8
305,19,45,28,8
306,19,46,27,8
307,19,46,26,9
308,20,46,26,8
309,20,46,26,8
310,20,45,26,9
311,20,45,26,9
312,20,45,26,9
313,21,44,26,9
314,20,44,27,9
315,20,44,26,10
316,19,44,27,10
317,19,44,28,9
318,19,44,28,9
319,19,43,29,9
320,18,43,30,9
321,18,42,31,9
322,19,42,31,8
323,18,42,32,8
324,18,42,32,8
325,18,42,32,8
326,18,41,33,8
327,18,40,34,8
328,18,40,34,8
329,17,41,34,8
330,18,41,33,8
331,19,40,33,8
332,19,39,33,9
333,19,39,32,10
334,19,40,32,9
335,19,39,32,10
336,20,39,31,10
337,20,39,31,10
338,20,38,31,11
339,21,38,30,11
340,20,39,30,11
341,20,38,30,12
342,20,37,30,13
343,19,38,30,13
344,20,37,30,13
345,20,36,31,13
346,19,36,32,13
347,19,35,32,14
348,19,34,33,14
349,20,34,32,14
350,19,34,33,14
351,20,33,33,14
352,19,34,33,14
353,20,34,33,13
354,21,34,32,13
355,21,34,32,13
356,21,34,32,13
357,21,34,32,13
358,21,34,33,12
359,21,34,33,12
360,21,34,33,12
361,22,34,33,11
362,22,35,33,10
363,22,36,32,10
364,22,36,31,11
365,22,35,32,11
366,22,35,32,11
367,22,35,32,11
368,22,35,32,11
369,22,34,33,11
370,22,34,33,11
371,22,34,32,12
372,21,34,33,12
373,21,35,32,12
374,21,35,32,12
375,21,35,31,13
376,21,35,32,12
377,21,35,32,12
378,22,34,32,12
379,23,33,32,12
380,23,33,32,12
381,23,34,31,12
382,23,33,32,12
383,24,33,31,12
384,24,33,31,12
385,23,34,31,12
386,23,35,30,12
387,23,35,29,13
388,22,35,30,13
389,21,35,31,13
390,21,34,31,14
391,20,34,32,14
392,20,35,31,14
393,19,35,32,14
394,19,36,31,14
395,19,37,31,13
396,19,37,31,13
397,19,36,32,13
398,18,36,32,14
399,18,35,33,14
400,18,35,33,14
401,18,35,33,14
402,18,35,34,13
403,17,35,35,13
404,18,34,35,13
405,18,33,36,13
406,18,33,36,13
407,18,34,35,13
408,18,34,35,13
409,18,33,35,14
410,17,34,35,14
411,17,34,35,14
412,17,34,35,14
413,17,34,34,15
414,17,33,35,15
415,16,33,35,16
416,16,34,34,16
417,16,33,34,17
418,17,33,34,16
419,17,33,34,16
420,17,33,34,16
421,17,34,33,16
422,17,35,33,15
423,17,35,33,15
424,17,36,33,14
425,17,36,32,15
426,16,36,33,15
427,15,37,33,15
428,15,38,33,14
429,15,39,33,13
430,15,39,33,13
431,15,40,32,13
432,15,40,32,13
433,15,41,31,13
434,16,40,31,13
435,16,40,31,13
436,15,40,32,13
437,15,40,32,13
438,15,41,32,12
439,15,41,32,12
440,15,41,31,13
441,15,40,32,13
442,15,40,32,13
443,15,40,32,13
444,15,40,32,13
445,15,39,32,14
446,15,39,32,14
447,16,39,31,14
448,16,39,31,14
449,16,39,32,13
450,16,39,32,13
451,15,39,32,14
452,15,38,33,14
453,15,39,33,13
454,16,39,32,13
455,16,39,32,13
456,16,38,33,13
457,16,38,33,13
458,16,38,33,13
459,17,38,32,13
460,17,38,32,13
461,17,39,31,13
462,17,40,30,13
463,16,40,31,13
464,16,40,31,13
465,17,39,31,13
466,17,38,32,13
467,17,38,32,13
468,17,38,31,14
469,17,37,32,14
470,17,38,31,14
471,17,38,31,14
472,16,38,32,14
473,16,38,32,14
474,16,39,31,14
475,16,38,32,14
476,16,37,33,14
477,16,37,34,13
478,16,37,34,13
479,16,36,35,13
480,16,37,35,12
481,16,38,35,11
482,16,38,35,11
483,15,38,35,12
484,15,38,35,12
485,16,37,35,12
486,16,38,34,12
487,16,37,35,12
488,16,38,35,11
489,16,37,36,11
490,16,37,36,11
491,16,38,35,11
492,16,38,34,12
493,16,38,34,12
494,15,39,34,12
495,15,38,35,12
496,15,38,35,12
497,15,38,35,12
498,16,37,35,12
499,17,37,34,12
500,17,37,34,12
501,16,37,34,13
502,16,36,35,13
503,15,37,35,13
504,14,38,35,13
505,14,38,35,13
506,14,39,35,12
507,14,38,36,12
508,14,39,35,12
509,13,39,35,13
510,13,38,36,13
511,13,37,37,13
512,13,37,38,12
513,13,38,37,12
514,13,38,37,12
515,13,38,37,12
516,13,37,38,12
517,13,37,38,12
518,13,38,38,11
519,12,38,38,12
520,12,37,39,12
521,12,37,39,12
522,12,37,39,12
523,12,38,39,11
524,12,39,38,11
525,12,39,38,11
526,12,38,39,11
527,12,37,40,11
528,12,36,40,12
529,13,36,39,12
530,13,36,40,11
531,13,36,40,11
532,12,36,40,12
533,12,35,41,12
534,12,35,41,12
535,12,35,41,12
536,12,34,42,12
537,12,34,42,12
538,12,34,42,12
539,11,34,42,13
540,12,34,41,13
541,12,34,41,13
542,12,33,42,13
543,12,32,42,14
544,12,32,42,14
545,12,32,42,14
546,12,31,42,15
547,12,31,41,16
548,11,31,42,16
549,11,32,41,16
550,11,33,40,16
551,11,34,39,16
552,11,33,40,16
553,11,34,40,15
554,11,35,39,15
555,12,34,39,15
556,12,34,39,15
557,11,34,39,16
558,11,34,39,16
559,11,33,40,16
560,11,33,40,16
561,11,33,40,16
562,12,33,39,16
563,13,33,38,16
564,14,33,38,15
565,15,32,38,15
566,15,33,37,15
567,15,33,38,14
568,15,33,38,14
569,15,32,39,14
570,15,32,38,15
571,14,32,38,16
572,14,32,38,16
573,14,32,38,16
574,13,32,38,17
575,14,32,37,17
576,15,31,37,17
577,16,30,37,17
578,16,31,37,16
579,15,32,37,16
580,15,33,37,15
581,15,33,37,15
582,15,33,37,15
583,16,33,36,15
584,16,34,36,14
585,16,34,35,15
586,15,34,36,15
587,15,34,37,14
588,16,34,36,14
589,16,33,37,14
590,15,33,37,15
591,15,34,37,14
592,15,33,37,15
593,15,32,38,15
594,15,31,39,15
595,16,30,39,15
596,16,31,39,14
597,16,31,39,14
598,16,31,39,14
599,16,31,39,14
600,16,31,39,14
601,15,32,39,14
602,15,31,40,14
603,15,31,39,15
604,15,30,40,15
605,15,29,41,15
606,15,28,41,16
607,15,28,41,16
608,15,27,42,16
609,15,28,41,16
610,14,28,42,16
