,defect,tit_for_tat,generous_tit_for_tat,cooperate
0,28,25,24,23
1,28,25,24,23
2,28,26,24,22
3,28,26,24,22
4,28,26,24,22
5,28,27,24,21
6,27,28,24,21
7,27,28,24,21
8,27,28,23,22
9,27,28,22,23
10,28,28,21,23
11,28,28,21,23
12,27,29,21,23
13,27,28,21,24
14,26,28,21,25
15,26,28,21,25
16,26,28,21,25
17,26,27,22,25
18,25,28,22,25
19,26,27,22,25
20,26,27,21,26
21,26,27,21,26
22,27,26,21,26
23,28,25,21,26
24,27,26,21,26
25,27,26,20,27
26,27,27,20,26
27,26,28,20,26
28,27,28,19,26
29,26,29,19,26
30,26,28,19,27
31,25,29,19,27
32,25,30,18,27
33,24,30,18,28
34,24,31,17,28
35,24,31,18,27
36,24,31,18,27
37,25,30,18,27
38,24,30,19,27
39,24,30,18,28
40,23,30,18,29
41,22,30,19,29
42,22,30,18,30
43,23,30,17,30
44,24,30,16,30
45,24,30,16,30
46,24,31,15,30
47,24,31,15,30
48,24,30,16,30
49,24,30,16,30
50,23,31,16,30
51,23,31,16,30
52,23,31,16,30
53,22,32,16,30
54,22,32,16,30
55,22,33,15,30
56,22,33,15,30
57,23,33,14,30
58,22,33,14,31
59,21,33,15,31
60,20,34,15,31
61,20,34,14,32
62,19,35,14,32
63,19,35,14,32
64,20,34,14,32
65,21,34,14,31
66,21,34,13,32
67,20,35,13,32
68,19,36,13,32
69,19,35,13,33
70,19,36,13,32
71,18,37,13,32
72,18,37,14,31
73,17,37,14,32
74,17,37,14,32
75,17,38,13,32
76,18,38,13,31
77,18,39,12,31
78,18,40,12,30
79,18,40,12,30
80,17,40,12,31
81,17,40,13,30
82,18,40,12,30
83,18,41,12,29
84,18,42,12,28
85,19,41,12,28
86,19,42,12,27
87,20,41,12,27
88,20,41,13,26
89,19,42,13,26
90,18,42,14,26
91,17,42,14,27
92,17,41,14,28
93,17,42,14,27
94,16,43,14,27
95,16,43,14,27
96,15,43,14,28
97,15,42,15,28
98,15,43,14,28
99,15,42,15,28
100,15,41,16,28
101,15,41,15,29
102,15,41,14,30
103,15,42,13,30
104,15,41,13,31
105,15,41,13,31
106,15,40,13,32
107,15,39,14,32
108,15,38,14,33
109,15,37,14,34
110,14,37,14,35
111,15,37,14,34
112,15,36,14,35
113,15,36,14,35
114,15,35,14,36
115,15,36,14,35
116,15,35,14,36
117,14,36,14,36
118,14,36,14,36
119,14,36,15,35
120,14,36,15,35
121,14,36,15,35
122,15,36,15,34
123,16,35,15,34
124,16,35,14,35
125,17,35,14,34
126,17,35,14,34
127,17,35,14,34
128,18,35,13,34
129,17,35,13,35
130,16,36,13,35
131,16,36,14,34
132,16,37,13,34
