,Mutual_Cooperation,Mutual_Defection,Exploitation
0,2485.0,396.0,2069.0
1,2411.0,1488.0,1051.0
2,2366.0,1472.0,1112.0
3,2324.0,1478.0,1148.0
4,2297.0,1489.0,1164.0
5,2268.0,1525.0,1157.0
6,2242.0,1557.0,1151.0
7,2244.0,1537.0,1169.0
8,2259.0,1502.0,1189.0
9,2244.0,1526.0,1180.0
10,2215.0,1496.0,1239.0
11,2151.0,1489.0,1310.0
12,2146.0,1525.0,1279.0
13,2148.0,1525.0,1277.0
14,2155.0,1517.0,1278.0
15,2203.0,1441.0,1306.0
16,2216.0,1431.0,1303.0
17,2201.0,1439.0,1310.0
18,2205.0,1424.0,1321.0
19,2236.0,1396.0,1318.0
20,2198.0,1404.0,1348.0
21,2201.0,1409.0,1340.0
22,2194.0,1412.0,1344.0
23,2146.0,1419.0,1385.0
24,2104.0,1467.0,1379.0
25,2152.0,1475.0,1323.0
26,2155.0,1421.0,1374.0
27,2142.0,1483.0,1325.0
28,2184.0,1445.0,1321.0
29,2107.0,1489.0,1354.0
30,2145.0,1515.0,1290.0
31,2170.0,1452.0,1328.0
32,2213.0,1409.0,1328.0
33,2243.0,1425.0,1282.0
34,2274.0,1351.0,1325.0
35,2297.0,1360.0,1293.0
36,2290.0,1373.0,1287.0
37,2280.0,1357.0,1313.0
38,2250.0,1364.0,1336.0
39,2307.0,1356.0,1287.0
40,2291.0,1351.0,1308.0
41,2328.0,1295.0,1327.0
42,2402.0,1255.0,1293.0
43,2421.0,1225.0,1304.0
44,2367.0,1223.0,1360.0
45,2303.0,1232.0,1415.0
46,2301.0,1302.0,1347.0
47,2290.0,1317.0,1343.0
48,2311.0,1299.0,1340.0
49,2326.0,1311.0,1313.0
50,2332.0,1316.0,1302.0
51,2368.0,1292.0,1290.0
52,2354.0,1309.0,1287.0
53,2354.0,1266.0,1330.0
54,2367.0,1293.0,1290.0
55,2397.0,1306.0,1247.0
56,2386.0,1270.0,1294.0
57,2405.0,1272.0,1273.0
58,2337.0,1299.0,1314.0
59,2365.0,1243.0,1342.0
60,2401.0,1255.0,1294.0
61,2427.0,1219.0,1304.0
62,2468.0,1209.0,1273.0
63,2528.0,1170.0,1252.0
64,2515.0,1177.0,1258.0
65,2430.0,1173.0,1347.0
66,2394.0,1187.0,1369.0
67,2386.0,1246.0,1318.0
68,2428.0,1230.0,1292.0
69,2468.0,1222.0,1260.0
70,2511.0,1178.0,1261.0
71,2534.0,1182.0,1234.0
72,2538.0,1192.0,1220.0
73,2544.0,1177.0,1229.0
74,2589.0,1144.0,1217.0
75,2617.0,1128.0,1205.0
76,2631.0,1127.0,1192.0
77,2556.0,1171.0,1223.0
78,2552.0,1191.0,1207.0
79,2544.0,1189.0,1217.0
80,2540.0,1175.0,1235.0
81,2603.0,1111.0,1236.0
82,2626.0,1121.0,1203.0
83,2546.0,1127.0,1277.0
84,2538.0,1197.0,1215.0
85,2528.0,1232.0,1190.0
86,2495.0,1250.0,1205.0
87,2461.0,1292.0,1197.0
88,2399.0,1258.0,1293.0
89,2395.0,1301.0,1254.0
90,2432.0,1307.0,1211.0
91,2436.0,1271.0,1243.0
92,2449.0,1196.0,1305.0
93,2517.0,1158.0,1275.0
94,2554.0,1162.0,1234.0
95,2563.0,1163.0,1224.0
96,2564.0,1153.0,1233.0
97,2597.0,1098.0,1255.0
98,2657.0,1085.0,1208.0
99,2662.0,1088.0,1200.0
100,2651.0,1065.0,1234.0
101,2641.0,1065.0,1244.0
102,2657.0,1043.0,1250.0
103,2701.0,1033.0,1216.0
104,2688.0,1021.0,1241.0
105,2699.0,1014.0,1237.0
106,2704.0,1015.0,1231.0
107,2734.0,994.0,1222.0
108,2740.0,977.0,1233.0
109,2742.0,934.0,1274.0
110,2789.0,922.0,1239.0
111,2833.0,868.0,1249.0
112,2809.0,892.0,1249.0
113,2794.0,895.0,1261.0
114,2815.0,897.0,1238.0
115,2834.0,880.0,1236.0
116,2856.0,887.0,1207.0
117,2873.0,856.0,1221.0
118,2915.0,854.0,1181.0
119,2922.0,853.0,1175.0
120,2924.0,860.0,1166.0
121,2896.0,877.0,1177.0
