S.D.,Counts,Seed
0.5,245,128
0.6,228,128
0.7,218,128
0.8,203,128
0.9,187,128
1.0,172,128
1.1,168,128
1.2,129,128
1.3,127,128
1.4,109,128
1.5,104,128
1.6,102,128
1.7,89,128
1.8,79,128
1.9,54,128
2.0,47,128
2.1,31,128
2.2,20,128
2.3,5,128
2.4,2,128
2.5,1,128
2.6,1,128
2.7,0,128
2.8,0,128
2.9,0,128
3.0,0,128
