S.D.,Counts,Seed
0.5,280,1024
0.6,251,1024
0.7,250,1024
0.8,207,1024
0.9,183,1024
1.0,187,1024
1.1,174,1024
1.2,152,1024
1.3,142,1024
1.4,116,1024
1.5,97,1024
1.6,83,1024
1.7,75,1024
1.8,63,1024
1.9,63,1024
2.0,47,1024
2.1,32,1024
2.2,18,1024
2.3,12,1024
2.4,6,1024
2.5,0,1024
2.6,0,1024
2.7,0,1024
2.8,0,1024
2.9,0,1024
3.0,0,1024
