S.D.,Counts,Seed
0.5,276,64
0.6,259,64
0.7,255,64
0.8,231,64
0.9,209,64
1.0,188,64
1.1,189,64
1.2,172,64
1.3,165,64
1.4,147,64
1.5,128,64
1.6,103,64
1.7,78,64
1.8,51,64
1.9,51,64
2.0,36,64
2.1,27,64
2.2,15,64
2.3,12,64
2.4,7,64
2.5,7,64
2.6,5,64
2.7,4,64
2.8,5,64
2.9,3,64
3.0,1,64
