S.D.,Counts,Seed
0.5,258,32
0.6,244,32
0.7,218,32
0.8,221,32
0.9,213,32
1.0,197,32
1.1,194,32
1.2,176,32
1.3,168,32
1.4,152,32
1.5,146,32
1.6,125,32
1.7,94,32
1.8,56,32
1.9,27,32
2.0,18,32
2.1,11,32
2.2,15,32
2.3,12,32
2.4,3,32
2.5,1,32
2.6,3,32
2.7,4,32
2.8,3,32
2.9,1,32
3.0,0,32
