S.D.,Counts,Seed
0.5,295,256
0.6,267,256
0.7,242,256
0.8,218,256
0.9,200,256
1.0,204,256
1.1,175,256
1.2,152,256
1.3,141,256
1.4,127,256
1.5,114,256
1.6,83,256
1.7,70,256
1.8,46,256
1.9,43,256
2.0,41,256
2.1,38,256
2.2,23,256
2.3,20,256
2.4,16,256
2.5,15,256
2.6,10,256
2.7,4,256
2.8,6,256
2.9,3,256
3.0,0,256
