S.D.,Counts,Seed
0.5,245,512
0.6,256,512
0.7,250,512
0.8,238,512
0.9,202,512
1.0,181,512
1.1,158,512
1.2,132,512
1.3,124,512
1.4,118,512
1.5,109,512
1.6,90,512
1.7,76,512
1.8,63,512
1.9,56,512
2.0,35,512
2.1,25,512
2.2,18,512
2.3,9,512
2.4,7,512
2.5,8,512
2.6,2,512
2.7,3,512
2.8,0,512
2.9,0,512
3.0,0,512
