S.D.,Counts
0.5,252
0.6,257
0.7,240
0.8,245
0.9,235
1.0,224
1.1,201
1.2,186
1.3,144
1.4,119
1.5,98
1.6,96
1.7,78
1.8,63
1.9,59
2.0,41
2.1,29
2.2,15
2.3,12
2.4,9
2.5,10
2.6,8
2.7,2
2.8,2
2.9,2
3.0,0
