S.D.,Counts,seed,tournament_type
0.5,259,1024,norm_mdr_sd_min
0.6,249,1024,norm_mdr_sd_min
0.7,246,1024,norm_mdr_sd_min
0.8,217,1024,norm_mdr_sd_min
0.9,207,1024,norm_mdr_sd_min
1,215,1024,norm_mdr_sd_min
1.1,198,1024,norm_mdr_sd_min
1.2,158,1024,norm_mdr_sd_min
1.3,150,1024,norm_mdr_sd_min
1.4,110,1024,norm_mdr_sd_min
1.5,110,1024,norm_mdr_sd_min
1.6,90,1024,norm_mdr_sd_min
1.7,76,1024,norm_mdr_sd_min
1.8,69,1024,norm_mdr_sd_min
1.9,58,1024,norm_mdr_sd_min
2,38,1024,norm_mdr_sd_min
2.1,26,1024,norm_mdr_sd_min
2.2,16,1024,norm_mdr_sd_min
2.3,4,1024,norm_mdr_sd_min
2.4,5,1024,norm_mdr_sd_min
2.5,4,1024,norm_mdr_sd_min
2.6,1,1024,norm_mdr_sd_min
2.7,1,1024,norm_mdr_sd_min
2.8,0,1024,norm_mdr_sd_min
2.9,0,1024,norm_mdr_sd_min
3,0,1024,norm_mdr_sd_min
