S.D.,Counts
0.5,259
0.6,249
0.7,246
0.8,217
0.9,207
1.0,215
1.1,198
1.2,158
1.3,150
1.4,110
1.5,110
1.6,90
1.7,76
1.8,69
1.9,58
2.0,38
2.1,26
2.2,16
2.3,4
2.4,5
2.5,4
2.6,1
2.7,1
2.8,0
2.9,0
3.0,0
